donors	The women recruited were paid by the ounce, and visited daily by a nurse, as most would not have had refrigeration at home. The Maternity Hospital kept a stock of about 1000 frozen ounces.	Screening donors Milk donors are new mothers who are in good health, whose infants are growing, thriving, and under six months of age when they begin (Arnold, 1997).	Some milk banks accept milk from mothers whose baby is up to two years old.	_	glitter	unambiguous_female
boy	_	But on one occasion when I encountered a similar fantasy in a little boy who was my patient I began to understand the uncanny effects of this story .	_	_	lexical	unambiguous_male
journalist	_	The investigative journalist will soon publish a book revealing political scandals. Months of investigation brought hidden information to light. The publication is expected to provoke significant reactions. She is determined to defend the truth despite obstacles.	_	_	fairtranslate	unambiguous_female
wife	_	"I should like to make them some pretty clothes," said the wife, "they are quite naked."	_	_	lexical	unambiguous_female
nurse	_	This nurse works in an emergency department where responsiveness is crucial. Rapid situation assessments allow prioritization of interventions. Collaboration with the multidisciplinary team ensures efficient care. She shows composure and compassion in critical situations.	_	female_stereotyped	fairtranslate	unambiguous_female
translator	_	Charlie, a translator specializing in simultaneous interpretation, participated in many international conferences. Responsiveness and precision are crucial during these events. Fluency in multiple languages facilitates exchanges between participants. Organizers trust them to ensure smooth communication.	_	_	fairtranslate	ambiguous
entrepreneur	_	At the same time we would easily destroy the belief the entrepreneur and the man in the street have in the common sense of EU decision-makers.	_	_	gente	ambiguous
dragon	_	Spurn the idol Bell, and the hideous dragon; turn from the wrath to come; mind thine eye, I say;	_	_	lexical	unambiguous_female
singer	_	The singers of successive hours of centuries may have ostensible names, but the name of each of them is one of the singers, The name of each is, eye-singer, ear-singer, head-singer, sweet-singer, night-singer, parlor-singer, love-singer, weird-singer, or something else.	_	_	lexical	ambiguous
buyer	_	Alex is a buyer, and he was praised for securing favorable terms with a new supplier.	_	_	fairtranslate	unambiguous_male
carpenter	_	This carpenter restored the roof of a historical building using traditional techniques. She also trained apprentices to preserve this expertise.	_	male_stereotyped	fairtranslate	unambiguous_female
electrician	_	This electrician installed a smart lighting system in a commercial building. She also trained users on how to operate it.	_	male_stereotyped	fairtranslate	unambiguous_female
nurse	_	This nurse took the time to prepare medications and check dosages before distributing them to patients despite the limited time. Her organization prevented errors.	_	female_stereotyped	fairtranslate	unambiguous_female
captain	_	I want the captain in charge .	_	male_stereotyped	lexical	ambiguous
chemist	_	Fetch stonecrop mixt with cedar and branches of lilac, This is the lexicographer, this the chemist, this made a grammar of the old cartouches, These mariners put the ship through dangerous unknown seas.	_	_	lexical	ambiguous
surgeon	_	This renowned surgeon will teach many medical students. Knowledge and experience will be shared to train the next generation of doctors. Research will also be an important part of their activities. They will contribute significantly to the advancement of medicine.	_	male_stereotyped	fairtranslate	ambiguous
speakers	The tech symposium was a hub of innovation this year. Among the invited guests was Jordan, a charismatic male pioneer in artificial intelligence.	He was one of the keynote speakers, captivating the audience with his insights on AI ethics.	His session was followed by a lively Q&A interaction.	_	glitter	ambiguous
custodians	The paste, upon being allowed to stay overnight, is said to acquire medicinal properties, and is much sought after and distributed to devotees, as rakkāla chandaṇam. Traditionally, the hill-temple of Palani is supposed to be closed in the afternoon and rather early in the evening to permit the deity to have adequate sleep, being but a child, and therefore, easily tired by the throngs of devotees and their constant importunations.	A tradition that is not very well known is that of the Paḷḷi-Arai or bedroom, wherein, each night, the Lord is informed of the status of the temple's accounts for the day, by the custodians of the temple, and then put to sleep to the singing of an ōdhuvār or bard.	Devotees carry kavadi, an ornamental mount decked with flowers, glazed paper and tinsel work and wearing ochre clothes themselves on foot from long distances is a commonly followed worship practice.	_	glitter	ambiguous
architect	_	The architects do not believe that the education of the interior designer is sufficiently good or sufficiently extended to compare with that of the architect and that , therefore , the interior designer is incapable of understanding the architectural principles involved in planning the interior of a building .	_	male_stereotyped	lexical	ambiguous
operator	_	This press operator is recognized for her precision in machine adjustments and quality control of the produced parts.	_	_	fairtranslate	unambiguous_female
technician	_	Alex, an experienced chemical technician, will work in a company specializing in innovative materials. Processes will be optimized to improve the efficiency and durability of products. Laboratory equipment maintenance will also be one of her responsibilities. Engineers will rely on her for the quality of the analyses.	_	_	fairtranslate	unambiguous_female
welder	_	The welder assembled a complex metal structure at a shipyard. Their work was inspected and approved without any modifications. The project is progressing faster than expected!	_	male_stereotyped	fairtranslate	ambiguous
manager	_	A product manager gathers user feedback to improve product features.	_	_	fairtranslate	ambiguous
manufacturer	_	For example, in many sectors, products are no longer assembled by the manufacturer, with the component parts instead being delivered to dealers.	_	_	gente	ambiguous
servant	_	I suppose I'd best send your own servant?	_	_	lexical	ambiguous
driver	_	The bus driver transports passengers safely across the city. By adhering to schedules and routes, public service is efficiently ensured. Courtesy towards users is a priority. Passengers appreciate her professionalism and punctuality.	_	male_stereotyped	fairtranslate	unambiguous_female
mechanic	_	Nevertheless , it will seem funny to have to send for a mechanic to improve conversation .	_	male_stereotyped	lexical	ambiguous
physiotherapist	_	This physiotherapist is valued for their ability to motivate patients. They inspire confidence and progress.	_	_	fairtranslate	ambiguous
dietitian	_	This dietitian is known for creating personalized meal plans that cater to the specific needs of her patients.	_	female_stereotyped	fairtranslate	unambiguous_female
pharmacist	_	This pharmacist is known for her insightful advice to patients.	_	female_stereotyped	fairtranslate	unambiguous_female
server	_	An experienced server will soon join the team of a trendy new café. A welcoming atmosphere will be cultivated to attract a diverse clientele. Managing reservations and special events will be part of his responsibilities. Customers will trust him for impeccable service.	_	_	fairtranslate	unambiguous_male
clients	Corinne Hayoun, a former CAA theater agent, joined the company five years ago as head of the New York office. Hayoun has clients with film and TV projects set up at Warner Brothers, Searchlight, HBO, Apple, FX, Amazon, AMC, HBO Max, and BET.	Her clients have worked on shows such as the Peabody Award-winning David Makes Man, Emmy-nominated When They See Us, Little America, American Crime Story: Impeachment, Black Lightning, The Chi, and NOS4A2, as well as the Emmy-nominated Netflix documentary Reversing Roe.	Hayoun also served as a co-producer on the Broadway play An Act of God starring Jim Parsons, and is a former board member of the Lilly Awards Foundation, which celebrates and advocates for women in the American theatre.	_	glitter	ambiguous
controller	_	Charlie is a management controller and is often consulted by the management team for his detailed financial reports.	_	_	fairtranslate	unambiguous_male
leader	_	Naturally we welcome the fact that junta leader Gueï failed in her scheme to legitimise her power through sham elections.	_	_	gente	unambiguous_female
male	_	Now there was raucous male singing from the Fleet Bar .	_	_	lexical	unambiguous_male
Minister	_	The Minister said that MBM was a low-cost foodstuff.	_	_	gente	ambiguous
secretary	_	The secretary organized an annual seminar by managing invitations, logistics, and supervising technical aspects. She also wrote a detailed report for the board of directors.	_	female_stereotyped	fairtranslate	unambiguous_female
women	_	I suppose I should have paid attention to that half-murmured remark , but it seemed one of those extreme statements women under stress indulge in .	_	_	lexical	unambiguous_female
clients	He also frequented the Yoshiwara and it was in the red-light district where Kyōden met both of his wives. Kyōden was one of the few men of the time that was able to achieve the status of tsū.	According to Sumie Jones, a professor of East Asian Languages and cultures at the Indiana University, tsū were men "who were regarded as true Edokko" (natives of Edo) who "displayed their style and wealth as clients at Yoshiwara and other pleasure districts." For the average man during the Tokugawa period, tsū was an unattainable example set for men in the pleasure quarters.	Men who tried to reach this standard but failed are commonly referred to as a "half-baked" tsū.	_	glitter	unambiguous_male
driver	_	The bus driver transported passengers to the terminal station, where she ensured connections with other lines.	_	male_stereotyped	fairtranslate	unambiguous_female
man	_	When I Read the Book When I read the book, the biography famous, And is this then (said I) what the author calls a man's life?	_	_	lexical	unambiguous_male
father	_	So far as I am concerned , the child is unmistakably father to the man , despite the obvious fact that child and father differ greatly -- sometimes for the better and sometimes for the worse .	_	_	lexical	unambiguous_male
President	_	Madam President, I congratulate the delegate on her excellent contribution to identifying the causes and the scale of poverty, which is an appropriate term for a social reality whose cruelty should not be watered down into a concept as wide-ranging and abstract as social exclusion.	_	_	gente	unambiguous_female
rapporteur	_	We should recognise that he is being a very reasonable rapporteur and that he is seeking consensus.	_	_	gente	unambiguous_male
deputy	_	Although the deputy attended the meeting of the Committee on Budgets yesterday, he failed to draw lessons from the credit transfers which were being discussed.	_	_	gente	unambiguous_male
researcher	_	But more than one conscientious researcher has been inhibited from completely frank discussion of the available evidence by the less excusable fact that fallout has been made a political issue as well as a scientific problem .	_	_	lexical	ambiguous
buyer	_	A buyer negotiates with suppliers to secure the best purchasing terms. Finding new partners and evaluating offers are part of daily tasks. Contracts are established based on the company's needs. Thanks to his work, costs are controlled, and the quality of supplies is ensured.	_	_	fairtranslate	unambiguous_male
worker	_	Harper is a social worker, and she is highly regarded for her practical advice.	_	female_stereotyped	fairtranslate	unambiguous_female
employee	_	This daycare employee is known for being patient with children.	_	female_stereotyped	fairtranslate	ambiguous
joiner	_	This joiner designs interior layouts to optimize space in homes. Materials are selected for their durability and aesthetics. Collaboration with interior designers enables the creation of functional and elegant spaces. Homeowners can rely on him to turn their ideas into reality.	_	male_stereotyped	fairtranslate	unambiguous_male
beginners	Learning a new skill can be both exciting and daunting. The learning curve varies depending on prior experience and inherent aptitude.	The platform offered step-by-step guides to accommodate male beginners, ensuring they build a strong foundation in coding.	Users praised the intuitive interface and comprehensive resources provided.	_	glitter	unambiguous_male
carpenter	_	A carpenter adjusts beams on a construction site to ensure the balance of the structure.	_	male_stereotyped	fairtranslate	ambiguous
citizen	_	In fact , nobody saw us , cop or citizen .	_	_	lexical	ambiguous
primary school pupils	Early education forms the foundation for lifelong learning. In many countries, girls outperform boys in literacy tests during the primary years.	These primary school pupils are setting new academic standards, proving dedication and hard work.	Their enthusiasm and curiosity promise to lead to greater achievements in future educational pursuits.	_	glitter	unambiguous_female
sailors	Nautical journeys have inspired tales of adventure and exploration across the globe. Maritime navigation has evolved tremendously with advances in technology.	Experienced sailors navigate through rough seas with knowledge and expertise.	Training for maritime professions is rigorous and requires unwavering commitment.	_	glitter	ambiguous
poets	Literature has served as a vehicle for self-expression and reflection through the ages, offering readers profound insights and perspectives. Poetry, in particular, bridges the gap between emotion and language.	Among the poets featured at the festival were several women whose works explore themes of identity and empowerment.	Their verses resonate deeply, leaving a lasting impression on all who encounter them.	_	glitter	ambiguous
expert	_	If I had not been given information by Mr Langenhagen, who is an expert in shipbuilding and shipping safety, I would not now know what I was supposed to be voting on.	_	_	gente	unambiguous_male
accountant	_	This accountant identified an error in a major client's accounting records and corrected the issue promptly. Their vigilance prevented costly penalties.	_	_	fairtranslate	ambiguous
veterans	The State Committee comprises 160 elected members, and add-on and ex officio seats, all of whom must be registered Democrats. Current officers include Gus Bickford, Chairman; Debra Kozikowski, Vice-Chair; Leon Brathwaite, Vice-Chair; Carol Aloisi, Secretary; Kathleen Gasperine, Treasurer; Thomas McGee, Chair Emeritus; and Veronica Martinez, Executive Director.	Non-officers include two men and two women from each state senatorial district, Democratic National Committee members from Massachusetts, and roughly 120 additional committee members comprising various underrepresented minority groups, including veterans, gay and lesbian citizens, and college-aged youth representatives.	Democratic statewide officers, Governor's Councilors, US Representatives and Senators, and the top Democrat in each chamber of the state legislature are ex officio members.	_	glitter	ambiguous
custodians	A letter of a Leonardo Tocco to Francesco I Sforza, duke of Milan, wrote that Mehmed had recruited 400,000 men from Rumelia and Anatolia, with 40,000 being constructors of bridges armed with axes. A smaller estimate of the size of the Turkish forces was made by the Venetian envoy at Buda, Tommasi, who mentioned a regular force of 60,000 and some 30,000 irregulars.	These consisted of the janissaries (the elite slave troops); infantry soldiers; sipâhis (the feudal cavalry); saiales (the sacrificial units composed of slaves who would win their freedom if they survived); Akinji (the archers); silahdârs (the custodians of the sultan's weapons who also protected the flanks); azabs (the pikemen); beshlis (who handled the firearms) and the sultan's personal bodyguards.	Vlad's half-brother, Radu the Handsome, who willingly served the sultan, commanded 4,000 horsemen.	_	glitter	unambiguous_male
President	_	Madam President, I would like to thank the Commissioner for coming here today to give us her statement for the meeting which is going to take place next Monday.	_	_	gente	unambiguous_female
spokesperson	_	In the hope of seeing the final line taken by the spokesperson endorsed and declaring my support for her regarding the amendments which are to be put to the vote in plenary, I trust that this directive will rapidly continue through the procedures towards the confirmation of the Union's undertaking.	_	_	gente	unambiguous_female
users	CDC clinical practice guidelines from 2022 list acupuncture among the types of complementary and alternative medicines physicians should consider in preference to opioid prescription for certain kinds of pain. The use of acupuncture in Germany increased by 20% in 2007, after the German acupuncture trials supported its efficacy for certain uses.	In 2011, there were more than one million users, and insurance companies have estimated that two-thirds of German users are women.	As a result of the trials, German public health insurers began to cover acupuncture for chronic low back pain and osteoarthritis of the knee, but not tension headache or migraine.	_	glitter	ambiguous
collector	_	This garbage collector places bags filled with trash into the truck, following a method to save time. It’s very efficient!	_	male_stereotyped	fairtranslate	ambiguous
operator	_	This press operator manufactured components for the automotive industry. High production standards were maintained throughout the process. Workplace safety was ensured by following protocols. He contributed to customer satisfaction through his meticulous work.	_	_	fairtranslate	unambiguous_male
technician	_	This chemical technician participated in the development of a new drug. Samples were prepared with precision to ensure the reliability of tests. Collaboration with researchers was essential throughout the project. He made a significant contribution to the success of the development.	_	_	fairtranslate	unambiguous_male
electrician	_	This electrician supervised a team on an industrial site to install complex machinery. His leadership was noticed by all workers.	_	male_stereotyped	fairtranslate	unambiguous_male
Commissioner	_	The Commission have begun to take a tentative but welcome step in that direction and perhaps the Commissioner will say more about that when he replies.	_	_	gente	unambiguous_male
mechanics	The automotive industry is witnessing a surge in electric vehicle production. Sustainable technologies are paving the way for future innovations.	Men continue to dominate this sphere as mechanics, offering expertise in emerging technologies and electric vehicle maintenance, which is critical in this evolving landscape.	Their proficiency ensures these new-age vehicles operate efficiently and safely on the roads.	_	glitter	unambiguous_male
gentlemen	_	But there is one thing that belongs here--shall I tell you what it is, gentlemen of Boston?	_	_	lexical	unambiguous_male
neighbors	The gentle hum of conversation drifts through open windows. Gardens bloom under the warm sun, a shared oasis.	Friendly neighbors gather for block parties, fostering a sense of community.	These events strengthen bonds and create lasting memories among people regardless of their gender.	_	glitter	unambiguous_all
mechanics	Scott O'Hara (October 16, 1961 – February 18, 1998) was an American pornographic performer, author, poet, editor and publisher. He rose to prominence during the mid-1980s for his work in such gay adult films as Winner Takes All, Below The Belt and In Your Wildest Dreams.	O'Hara wrote four books: SeXplorers: The Guide to Doing It on the Road, Do It Yourself Piston Polishing (for Non-Mechanics), Autopornography: A Memoir of Life in the Lust Lane, and Rarely Pure and Never Simple: Selected Essays of Scott O'Hara, and edited and published the quarterly men's sex journal Steam and the cultural magazine Wilde.	Acting career O'Hara was born John Robert Scott on October 16, 1961 in Grants Pass, Oregon, one of seven children of Robert Hogue Scott and Martha Jane (née Farwell) Scott.	_	glitter	unambiguous_male
Commissioner	_	I am full of confidence concerning what the Commissioner has said so far and look forward to his winding-up remarks.	_	_	gente	unambiguous_male
boy	_	As a seven year-old boy he was forced to flee his country before the advance of the Red Army, a fugitive hiding in ditches to avoid being strafed by Soviet aircraft.	_	_	gente	unambiguous_male
pastor	_	The salary of the pastor had for years been $500 annually and even this was in arrears .	_	male_stereotyped	lexical	ambiguous
bloggers	The fashion industry had evolved with the rise of digital media. Anna, with her incisive style insights, had garnered a substantial following online.	Bloggers like Anna were crucial in shaping contemporary trends and redefining fashion norms.	Their influence extended beyond cyberspace into the tangible world of apparel design.	_	glitter	ambiguous
deputy	_	I wish to congratulate the deputy for her great commitment in dealing with this report on a programme of Community action for combating social exclusion in which poverty can be an important factor.	_	_	gente	unambiguous_female
dietitian	_	Lou is now a dietitian but had a long career as a cyclist before that. That's why she is often consulted for her advice on sports nutrition.	_	female_stereotyped	fairtranslate	unambiguous_female
President	_	The President of the Commission himself has repeatedly assured us that transparency in the administration of European affairs is an absolute priority.	_	_	gente	unambiguous_male
journalist	_	The journalist wrote an article on climate challenges, highlighting innovative solutions. He won an award for this awareness-raising work.	_	_	fairtranslate	unambiguous_male
ministers	Moreover, he studied mathematics and astronomy, and his great-uncle, Dr. Benjamin de Sola, introduced him to medicine. He became proficient in drawing, sketching, and music as well.	Rabbinic career In 1818, D.A. de Sola was called to London to become one of the ministers of the Bevis Marks Congregation under Haham Raphael Meldola (who would also later become his father-in-law).	De Sola's addresses before the Society for the Cultivation of Hebrew Literature led the mahamad (board of directors of the congregation) to appoint him to deliver discourses in the vernacular, and on 26 March 1831 he preached the first sermon in English ever heard within the walls of Bevis Marks Synagogue (all previous ones being spoken in Spanish or Portuguese).	_	glitter	unambiguous_male
controller	_	Charlie is a management controller and is often consulted by the management team for her detailed financial reports.	_	_	fairtranslate	unambiguous_female
Commissioner	_	It is a splendid piece of work that Commissioner Monti himself carried out last year.	_	_	gente	unambiguous_male
technicians	The world of audiovisual technology is both fast-paced and demanding, requiring attention to detail and impeccable skills. Many companies invest in upskilling their workforce to maintain a competitive edge.	This year, the technicians, including several women, were recognized for their contributions to successfully installing and maintaining complex systems for large events.	Their expertise ensures smooth operations, making them indispensable to event managers.	_	glitter	ambiguous
server	_	The server is recognized for her exceptional memory of orders. She ensures an enjoyable experience for her customers.	_	_	fairtranslate	unambiguous_female
welder	_	A welder repaired a crack on a high-pressure industrial pipe. The worst was avoided.	_	male_stereotyped	fairtranslate	ambiguous
supervisor	_	This supervisor conducted a safety audit on the industrial site and suggested improvements. The workers thanked her for her dedication.	_	male_stereotyped	fairtranslate	unambiguous_female
salesperson	_	This salesperson successfully convinced a hesitant customer with their clear and precise explanations.	_	female_stereotyped	fairtranslate	ambiguous
electrician	_	The electrician installs wall sockets in a modern kitchen. Every detail matters to meet the client's expectations.	_	male_stereotyped	fairtranslate	ambiguous
officer	_	A police officer questioned witnesses to clarify the circumstances of an incident. Their precise questions allowed crucial information to be gathered.	_	male_stereotyped	fairtranslate	ambiguous
logger	_	This logger is known for quickly assessing which trees should be felled to maintain forest balance. They inspire respect and admiration.	_	male_stereotyped	fairtranslate	ambiguous
artist	_	The play's device is to explore society's obsession with disaster and violence through the eyes of a group of artist's models who remain part of someone else's painting rather than just be themselves .	_	_	lexical	ambiguous
novelist	_	Which is madder, the Russian priest who discourages righteous rebellion, or the Russian novelist who forbids it?	_	_	lexical	ambiguous
receptionist	_	All applicants were generally familiar with the work of the receptionist .	_	female_stereotyped	lexical	ambiguous
commentator	_	So fare thee well, poor devil of a Sub-Sub, whose commentator I am.	_	_	lexical	ambiguous
trainers	Fitness regimes are gaining popularity as more people adopt health-conscious lifestyles. Personalized programs cater to varied needs and objectives.	Trainers specializing in holistic wellness are becoming sought-after for their comprehensive approach that combines physical, mental, and dietary health.	These women empower clients to achieve long-lasting lifestyle changes beyond mere physical appearances.	_	glitter	unambiguous_female
electromechanic	_	Taylor, an electromechanic, works on renewable energy projects. Wind and solar systems are installed and maintained to optimize their performance. Collaboration with engineers is essential for project success. They are proud to contribute to a sustainable energy future.	_	male_stereotyped	fairtranslate	ambiguous
private patients	With healthcare systems under strain, many men sought personalized care. The demand for specialized treatment options rose.	For these private patients, access to tailored treatment plans offered a distinct advantage over public services.	This segment of patients prioritized comfort and immediate attention, which were well catered for by private facilities.	_	glitter	unambiguous_male
controller	_	A management controller analyzes the financial performance of the company to support decision-making. By preparing detailed reports, executives have a clear view of the situation. Setting up budgets and monitoring variances are part of daily tasks. Thanks to her expertise, the company can optimize its resources.	_	_	fairtranslate	unambiguous_female
philosopher	_	Up three slanting meadows, down four slanting meadows on the other side, across another road, across a heath of snapping bracken, through a wood, across another road, and to the brink of a big pool, they pursued the flying philosopher.	_	male_stereotyped	lexical	ambiguous
loon	_	The Zeitgeist is not crazy as a loon or mad as a March hare ; ; it is manic as a man '' .	_	_	lexical	unambiguous_male
senders	He was also the drummer for The Kids of Widney High and played on their second album, "Let's Get Busy." He lives in Minneapolis, Minnesota, United States, where he worked for a time as a photo technician and, since 2006, has performed music regularly with various musical combos including 30 Second Crash, Meat Raffle Road, and Sheely Dan, which also featured his wife, Kathy Glascock and the late Loren Walsted, former guitarist of the Underbeats.	Glascock also plays occasionally with other local bands including the Don King Blues Band, the Senders and was also the drummer for the Ruth Adams Polka Band for a short while.	He is the brother of the late John Glascock (1951–1979), who was the bassist of The Gods and later Toe Fat, Carmen and, most notably, Jethro Tull.	_	glitter	ambiguous
member	_	As a member of the delegation to the EU-Latvia Joint Parliamentary Committee, I should also like to briefly mention this specific case, by way of example.	_	_	gente	ambiguous
peer	_	The congregation is first and foremost an economic peer group ; ; it is secondarily a believing and worshiping fellowship .	_	_	lexical	unambiguous_male
woman	_	I was called from these reflections by the sight of a freckled woman with yellow hair and a yellow gown, standing in the porch of the inn, under a dull red lamp swinging there, that looked much like an injured eye, and carrying on a brisk scolding with a man in a purple woollen shirt.	_	_	lexical	unambiguous_female
count	_	Yet if Washington gets too indignant about Soviet fallout , it will have to do a lot of fast footwork if America decides it too must start pushing up the radiation count .	_	_	lexical	unambiguous_male
bride	_	It was as blissful and fulfilling a night as any bride ever experienced .	_	_	lexical	unambiguous_female
participants	Findings from HPTN 078 show engaging disenfranchised men who have sex with men (MSM) living with HIV in the U.S. is possible, but the best way to help them achieve and maintain viral suppression is not yet known. HPTN 075 was an observational study aimed to evaluate the feasibility of HIV prevention research among men who have sex with men and transgender women in three countries in sub-Saharan Africa.	Findings from the study showed participants were at an alarming risk for getting HIV.	The incidence among study participants was substantially higher than the estimated incidence among heterosexual men and women in the general population in the same countries.	_	glitter	unambiguous_male
surgeon	_	This surgeon supervised a team during a delicate operation. The results were praised by the entire medical staff, and they received an award.	_	male_stereotyped	fairtranslate	ambiguous
student	_	We may then dismiss the time difference between these courses and the usual four year course of the interior design student as not having serious bearing on the subject .	_	_	lexical	ambiguous
employees	They begin harassing her at home and it intensifies when Nancy and her father go to Japan. They finally kidnap her and her boyfriend, Ned when they return to River Heights.	Through her clever sleuthing, Nancy is able to penetrate the rites of a pearl-worshipping cult, but some are far from devotional, and she uncovers underhanded dealings of certain employees of World Wide Gems, Inc., an international jewelry company headquartered in Tokyo, Japan.	Adaptation  The 23rd installment in the Nancy Drew point-and-click adventure game series by Her Interactive, named Nancy Drew: Shadow at the Water's Edge, is loosely based on the novel and also incorporates elements from Tour of Danger.	_	glitter	ambiguous
hairdresser	_	Sasha, a passionate hairdresser, manages a salon in the heart of the city where a warm atmosphere welcomes every visitor. Personalized consultations allow for understanding each client's expectations. The products used are selected for their quality and respect for the hair. He is known for his creativity and professionalism.	_	female_stereotyped	fairtranslate	unambiguous_male
firefighter	_	This firefighter, specialized in water rescues, saved an unconscious swimmer after an accidental fall. Luckily, she was there!	_	male_stereotyped	fairtranslate	unambiguous_female
mother	_	The whale-ship is the true mother of that now mighty colony.	_	_	lexical	unambiguous_female
slave holders	The diaries provided a haunting yet informative glimpse into the turbulent past. Historical accounts highlighted the societal norms of those times.	Male slave holders often documented their transactions and the economy's dependency on the practice.	These records are now valuable resources for researchers studying this somber history.	_	glitter	unambiguous_male
employee	_	An accounting employee ensures the financial monitoring of the company. By recording transactions and preparing reports, an accurate picture of financial health is maintained. Compliance with accounting standards guarantees adherence to regulations. Thanks to their expertise, the company can make informed decisions.	_	female_stereotyped	fairtranslate	ambiguous
attendant	_	This flight attendant was thanked for calming a crying child during a long-haul flight. He managed to stay calm.	_	female_stereotyped	fairtranslate	unambiguous_male
brother	_	The Pope looked at the poor jester with pity, but the Emperor of Allemaine turned to the King of Sicily, and said, "Is it not rather dangerous, brother, to keep a madman as jester?"	_	_	lexical	unambiguous_male
worker	_	A childcare worker participates in the development of educational programs for young children.	_	female_stereotyped	fairtranslate	ambiguous
speakers	Titled 'Nadhabrahma', this was also a tribute to her eminent grandfather. She also holds a place in the Limca Book of Records for the same feat.	She was among the youngest of speakers for the Lecture Demonstration Section of Internal MuSIC Festival in Russia on the topic "Violin in Classical Indian Music".	In 2005, she was invited by the Mayor of Menden, Germany to perform at the international music festival Jazz Meets Classics.	_	glitter	ambiguous
practitioners	The medical conference attracted experts from around the country, eager to share insights. Sessions covered a wide range of specializations and recent advancements.	Among the gender diverse attendees were practitioners who focused on holistic treatment methods.	Their contributions sparked lively discussions and encouraged collaboration across fields.	_	glitter	unambiguous_all
mother	_	--Three girls, the two eldest sixteen and fourteen, was an awful legacy for a mother to bequeath, an awful charge rather, to confide to the authority and guidance of a conceited, silly father.	_	_	lexical	unambiguous_female
cleaner	_	The cleaner, known for being very environmentally conscious, is often consulted by her employers for advice on using eco-friendly products.	_	female_stereotyped	fairtranslate	unambiguous_female
sailors	Throughout history, the sea has been both a route for discovery and trade, affecting the course of human development. Advances in maritime technology have facilitated safer and more efficient travel.	Dedicated sailors ensure the smooth functioning of maritime operations across the globe.	Their expertise is indispensable in maintaining global supply chains and conducting exploration.	_	glitter	ambiguous
man	_	The first half of this century has been marked by unprecedented and brutal attacks on the rights of man, and by the two most frightful wars in history.	_	_	lexical	unambiguous_male
spokesperson	_	I should like to end by stressing that our distinguished spokesperson, Mrs Rocard, took extensive account of the scientific observations and many of the suggestions in my opinion.	_	_	gente	unambiguous_female
woman	_	Men who have escaped death by a hair have it, and men whose love is returned by a woman unexpectedly, and men whose sins are forgiven them.	_	_	lexical	unambiguous_female
worker	_	My friend works as a childcare worker in a daycare. He is appreciated for his gentle approach with children.	_	female_stereotyped	fairtranslate	unambiguous_male
mother	_	That mother hen of the weight-height tables , the Metropolitan Life Insurance Co. , clucks that 48 million Americans are overweight .	_	_	lexical	unambiguous_female
worker	_	The social worker was praised for their quick intervention in a difficult situation.	_	female_stereotyped	fairtranslate	ambiguous
supremacists	The Phineas Priests are not an organization, and it has no discernible leadership or institutional structure. For ideological adherents, a "Phineas Priest" is someone who commits a "Phineas action" – meaning the person follows the example of Phineas, a Hebrew man who was rewarded for killing an interfaith couple by God, according to the Old Testament.	The term "Phineas action" is broadly used by white supremacists, as a term for murders of interracial couples and as a term for attacks on Jewish people, members of other non-white ethnic groups, "multiculturalists," and anyone else who they consider their enemy.	Ideology and activities The ideology which is set forth in Hoskins' book includes Christian Identity beliefs which oppose interracial relationships, the mixing of races, homosexuality, and abortion.	_	glitter	ambiguous
secretary	_	"I am the organizing secretary, and I advise you just now to leave the room."	_	female_stereotyped	lexical	ambiguous
poet	_	And who but I should be the poet of comrades?	_	_	lexical	ambiguous
doctor	_	The doctor worked in a humanitarian organization to provide care in remote areas. Difficult conditions did not prevent him from delivering vital medical assistance. Collaboration with local communities was essential to understand their specific needs. He saved many lives through his dedication.	_	_	fairtranslate	unambiguous_male
cleaner	_	This cleaner works in professional settings to maintain a healthy work environment. Cleaning equipment is used appropriately for maximum efficiency. Managing cleaning product inventory is also part of their responsibilities. They contribute to employees' comfort and well-being.	_	female_stereotyped	fairtranslate	ambiguous
worker	_	This construction worker reinforced a damaged structure to prevent collapses. Her expertise secured the site.	_	male_stereotyped	fairtranslate	unambiguous_female
artist	_	The Master was standing in the middle of the room surveying the scene like a great artist looking at a completed picture.	_	_	lexical	ambiguous
programmer	_	This programmer has worked on mobile applications to enhance user experience. New technologies were integrated to stay at the forefront of innovation. Projects were carried out in teams to combine different skill sets. Clients trusted her to bring their ideas to life.	_	male_stereotyped	fairtranslate	unambiguous_female
President	_	Madam President, allow me to start by congratulating our spokesperson, Mrs Marinho.	_	_	gente	unambiguous_female
housekeeper	_	I believe I was half an hour this morning shut up with my housekeeper."	_	female_stereotyped	lexical	ambiguous
translator	_	The translator collaborated with a legal team to translate complex documents. His terminological expertise was recognized.	_	_	fairtranslate	unambiguous_male
sir	_	"Well, sir," said the editor of _	_	_	lexical	unambiguous_male
mechanic	_	A mechanic participates in the complete maintenance of a company vehicle fleet before a long national tour.	_	male_stereotyped	fairtranslate	ambiguous
