seed	sentence	label
Minister	The current Prime Minister, Mugur Isarescu, is himself on secondment from the Central Bank and therefore has excellent relationships with the international financial institutions.	unambiguous_male
spokesperson	But considering the urgency, our spokesperson seeks in her Amendment No 6 to have this Protocol adopted as quickly as possible that is, according to Article 34 (2) (d) of the Treaty on European Union, when a majority of Member States have notified their approvals.	unambiguous_female
delegate	Like the delegate, I believe that there is a case for doing all these things and for looking at the substances he referred to when they are not in themselves toxic but show increases in the aggregated levels.	unambiguous_male
author	They have risen above party politics and shown that, when an amendment is right, they will support it, whoever the author.	ambiguous
Chairman	As our esteemed Mr Chairman mentioned, a series of high-profile ship disasters, particularly involving oil tankers, has hit our continent in the recent past.	unambiguous_male
President	Madam President, I must first congratulate the general rapporteur, Mrs Haug, on the excellent work that she has done.	unambiguous_female
student	When it comes to student and teacher mobility, experience shows that the real problems of mobility are not found so much in the area of educational administration, but with the social, tax and immigration authorities.	ambiguous
author	The main reason we did not vote against it is because its author set out a few good intentions.	ambiguous
Secretary	One example is the report drawn up under the responsibility of Mrs Demirok, Secretary of the Turkish Supreme Coordination Council for Human Rights, who has proposed a very wide-ranging raft of reforms to the Constitution.	unambiguous_female
Commissioner	Firstly, I too would like to thank all those who contributed to the determination of the budget, the Commissioner, the Council and the rapporteurs.	ambiguous
colleague	Lastly, I too, like my colleague Mr Kauppi, support nuclear energy as the only long-term solution to reducing CO2.	unambiguous_male
socialist	I have been a socialist in Italy and in international organisations for 30 years.	ambiguous
rapporteur	Firstly, to all MEPs, remember that we achieved a strong directive combating race discrimination, for which I was proud to act as co-rapporteur, with action against incitement, for the right to go to court, to empower NGOs, to shift the burden of proof.	ambiguous
Minister	The Minister said that MBM was a low-cost foodstuff.	ambiguous
Commissioner	Commissioner, in your communication on the European research area you also referred to the poor mobility of researchers and to the problems within Europe.	ambiguous
President	Madam President, a few days ago, in Bari, the capital of the region of Puglia, which is one of the most important regions of Italy, the President of the Regional Council, Mrs Raffaele Fitto, who was a Member of this Parliament until June last year, was attacked and beaten up.	unambiguous_female
Minister	The German Justice Minister initiated this; it was at her suggestion that the Tampere Summit decided to establish Eurojust over a year ago.	unambiguous_female
Commissioner	It would be a good idea for Commissioner Patten, who has a great deal of experience, not to say wisdom, in managing international crises, to add to the visits which she has made to various regions of the Balkans by going to the headquarters of the Agency in Thessaloniki in order to see how this department works.	unambiguous_female
expert	If I had not been given information by Mr Langenhagen, who is an expert in shipbuilding and shipping safety, I would not now know what I was supposed to be voting on.	unambiguous_male
delegate	I would like to commend the delegate on his work.	unambiguous_male
Commissioner	I wish to express my gratitude, mainly to the authors of these two reports, but also to Commissioner Verheugen.	ambiguous
chairman	I, in my turn, would like to congratulate the rapporteurs, the chairman of the Committee on Budgets, the Council and the Presidency on the work that has been accomplished, and the conclusion of this agreement which will allow us to vote for the budget for the year 2001.	ambiguous
colleague	My colleague Mrs Armonie Bordes cuttingly pointed out yesterday the little benefits of deploying community capital and pension premiums for entrepreneurial risks.	unambiguous_female
Member	In this regard I believe that we have to act as politicians; we cannot expect to be magicians in a situation where there may not be sufficient funds to develop the economies of the countries of Central and Eastern Europe along the lines that the existing Member States would want to see them developed.	ambiguous
boy	As a seven year-old boy he was forced to flee his country before the advance of the Red Army, a fugitive hiding in ditches to avoid being strafed by Soviet aircraft.	unambiguous_male
Commissioner	I will take this opportunity to ask Commissioner Patten to investigate this possibility, along with her colleague Mrs Lamy.	unambiguous_female
deputy	I wish to congratulate the deputy for her great commitment in dealing with this report on a programme of Community action for combating social exclusion in which poverty can be an important factor.	unambiguous_female
rapporteur	According to the co-rapporteur, Mr Duff, this is a major step towards improving the quality of European integration.	unambiguous_male
rapporteur	Now that we have heard from the rapporteur, we shall have one speaker in support of the motion, and one against.	ambiguous
rapporteur	I wish to join in the support for this initiative and for Mrs Banotti's report and indeed to join in the tributes to the rapporteur for the enormously valuable work she does as our mediator.	unambiguous_female
rapporteur	In any case, I congratulate the rapporteur on the work she has done.	unambiguous_female
Minister	It is sad but very enlightening to learn from the Spanish Minister of the Interior, Mr Mayor Oreja, that there is no point in talking, even if a new cease-fire were to take place in the future.	unambiguous_male
rapporteur	I would also like to thank the rapporteur, Mrs Haug, for the magnificent work that she has done as the rapporteur responsible for the budget and for her efforts in dealing with the requests that the various committees have made.	unambiguous_female
President	Mr President, may I begin by thanking the rapporteur, Mr Skinner, for the excellent work he has done in drafting this report.	unambiguous_male
Commissioner	First of all I would like to send my best regards to Commissioner Viviane Reding and thank her for the initiative she has shown in the field of sport.	unambiguous_female
Chairman	As our esteemed Mrs Chairman mentioned, a series of high-profile ship disasters, particularly involving oil tankers, has hit our continent in the recent past.	unambiguous_female
rapporteur	Certainly I commend the good relations we have had with Mr Ferber as the budget rapporteur.	unambiguous_male
delegate	I would like to thank the delegate, Almeida Garrett, for her contribution in this important matter.	unambiguous_female
Ombudsman	I notified the Ombudsman of this, who, in his reply, said that he had decided not to open an inquiry because the competition was already far advanced.	unambiguous_male
Minister	The intransigence of the European Union, led by the French Minister for the Environment, Mrs Voynet, stood in the way of a potential agreement.	unambiguous_female
President	We have met President Prodi and have seen that he has personally taken on the development of the White Paper in accordance with many of the recommendations that have been received year after year from the Court over which Mr Karlsson so ably presides.	unambiguous_male
delegate	I now give the floor to the delegate, Mr De Roo.	unambiguous_male
Commissioner	I would also like to thank Commissioner Byrne for her cooperation.	unambiguous_female
Commissioner	I would like to thank the Commissioner for his reply.	unambiguous_male
rapporteur	The rapporteur, Mr Maaten, has, with good reason, proposed reinforcing that legal basis with a reference to another article, Article 133 on external trade, and furthermore has proposed a series of amendments to some of the articles with the aim of preventing this directive being challenged on the basis of the case-law established by the judgment of the Court of Justice.	unambiguous_male
Minister	The current Prime Minister, Mugur Isarescu, is herself on secondment from the Central Bank and therefore has excellent relationships with the international financial institutions.	unambiguous_female
deputy	I should, moreover, like to pay tribute, at this point, to the deputy, Mr Sudre, for his open-mindedness and his consultative approach, which made it possible to successfully complete a report which offers our regions real hope.	unambiguous_male
President	Address by Mr Kostunica, President of the Federal Republic of Yugoslavia	unambiguous_male
veteran	As Mr Caudron who is a veteran of this process has reminded us, there are many businesses not taking advantage of the help available.	unambiguous_male
Commissioner	I do not know, especially as it is the Commissioner for Agriculture, Rural Development and Fisheries, Mrs Franz Fischler who is negotiating this Fisheries Agreement.	unambiguous_female
President	Mr President, first I, too, would like to congratulate our colleague, Mr Elisabeth Montfort, on the quality of his report on the multiannual programme for enterprise and entrepreneurship for 2001-2005.	unambiguous_male
spokesperson	I would like to thank our spokesperson, Mrs de Roo, for her work.	unambiguous_female
executive	Firstly, the chief executive of the UK post office, Mrs John Roberts, has talked about competition leading to improvements in quality and efficiency and lower prices.	unambiguous_female
President	I wish to conclude by thanking Mrs Gayssot, President of the Transport Council of Ministers, for her encouraging comments.	unambiguous_female
President	Madam President, General De Gaulle spoke of the "paix des braves" in the era of Franco-German reconciliation, by which she meant that both sides had been able to achieve a lasting settlement.	unambiguous_female
deputy	The deputy is right, therefore, when he states that the compromise reached is the only compromise possible.	unambiguous_male
Commissioner	We must contact the Commissioner, Mrs Nielson, urging her to go to Chechnya in the near future.	unambiguous_female
President	Mr President, allow me to start by thanking the deputy, Mr Brok, for his extremely thorough and balanced work.	unambiguous_male
rapporteur	The rapporteur has done a lot of work and the Commission has produced an excellent initiative stimulated by colleagues who prompted the Commission during the last term.	ambiguous
deputy	I also wish to thank the deputy, Mr Haug, for his excellent work in preparing the draft budget.	unambiguous_male
doctor	It is, of course, the same doctor, the same nurses, the same hospitals and the same resources in the health care sector which are to be used, irrespective of whether it is ordinary or private patients who are being treated.	ambiguous
driver	As a British driver, when I go on French motorways I must pay French tolls.	ambiguous
Commissioner	I would very much like to thank the Commissioner for her comments on the legal basis.	unambiguous_female
immigrant	It is important, too, to ensure that immigrant women are not exploited in terms of everything from poor wages to a lack of social security and outright oppression.	unambiguous_female
President	As the President of the Commission, Mr Prodi, said, qualified majority voting, together with codecision, Article 62 linking the Charter with the Treaties, is to be the litmus test.	unambiguous_male
President	Mr President, I want to thank the President-in-Office for his reply which was very comprehensive.	unambiguous_male
colleague	The twin-track strategy proposed by our colleague, Mrs Oostlander, offers a way out, for which I thank her.	unambiguous_female
spokesperson	Firstly, please allow me to congratulate the spokesperson, Mr Ferber, because his work has been complicated and difficult and he has had to try to find a balance between dramatically differing proposals, positions and points of departure and arrival.	unambiguous_male
Member	I am happy to be able to give the honourable Member the assurance that these rules will not apply in circumstances of private use.	ambiguous
President	Madam President, I would first like to congratulate the representative, Mrs Sudre.	unambiguous_female
director	Result: the new director may come from the outside, but she immediately finds herself ensnared in a system that is already firmly established.	unambiguous_female
Commissioner	Indeed I would ask the Commissioner to consider whether she can accept my amendment on this crucial point.	unambiguous_female
colleague	I have to disagree with my colleague, Mrs Poos.	unambiguous_female
President	Madam President, I should like to underline what my colleague Mrs Hernández Mollar has just said.	unambiguous_female
President	The President-in-Office must know if she met Mrs Maskhadov or not.	unambiguous_female
Commissioner	It is very important that the Commissioner is present for this report because she is very interested in it and we are very much in the hands of the Commission for its success.	unambiguous_female
executive	A prime responsibility of any elected parliament is to protect the interests of the individual citizens against the executive.	ambiguous
President	Finally, I should like to extend my warmest thanks to the House, to all of my colleagues, to all the collaborators and also to the President.	ambiguous
President	Mr President, I want to thank Commissioner Byrne for his customary vigilance and also the French Minister for his presence today.	unambiguous_male
citizen	Every citizen of the world has an equal right to CO2-emission, i.e. the Americans do not have the right to emit 200 times as much as the Africans.	ambiguous
President	Mr President-in-Office of the Council, we in Parliament have tried in vain to urge Mr Nielson, the Commissioner responsible for humanitarian matters, to visit Chechnya, not just for the sake of an official visit but to carry out a serious survey of the humanitarian situation.	unambiguous_male
militant	Firstly, will she come and speak to us as a militant on a future occasion?	unambiguous_female
citizen	Yet even today the generous idea of granting each citizen the greatest possible freedom, provided it is compatible with the same measure of freedom for others, still comes up against obstacles, some de facto, others de jure.	ambiguous
candidate	The UN system should be very pleased to have attracted as outstanding a candidate as Mr Lubbers and I am sure he will do very distinguished service for the UNHCR and for the whole UN system.	unambiguous_male
President	I hope that President Kostunica will steadily consolidate his position as the new democratic leadership in the Federal Republic of Yugoslavia at all political levels.	unambiguous_male
rapporteur	It is only right to highlight the efforts that the general rapporteur, Mr Haug, has made in seeking an intelligent consensus, which I hope will not be frustrated.	unambiguous_male
economist	Mr Lipietz, for instance, is too fine an economist not to realise that economics is just another form of political science.	unambiguous_male
Commissioner	I can assure my Irish colleagues that the vignette proposal is being made in full cognisance of the euro-vignette directive and is likely to be along similar lines to those already in place, as Commissioner Vitorino explained, in many of the present Member States of the European Union.	ambiguous
President	Madam President, I want to thank the President-in-Office for her reply which was very comprehensive.	unambiguous_female
Commissioner	These are not my own words; they were spoken by Commissioner Patten, and he is perfectly correct.	unambiguous_male
President	Even if a few passports have been returned, even if President Ben Ali delivered a speech on the freedom of the press and improved prison conditions on the anniversary of his taking power, there has been a marked deterioration in the human rights situation in Tunisia.	unambiguous_male
President	The President of the Commission himself has repeatedly assured us that transparency in the administration of European affairs is an absolute priority.	unambiguous_male
teacher	In my country, Italy, a teacher colleague of mine who was Catholic by religion but taught in a State school was dismissed because she became pregnant, she did not have an abortion and she was not married.	unambiguous_female
President	Mr President, I should like to thank the Commissioner for his answer, and I have a supplementary question.	unambiguous_male
rapporteur	As referred to by the rapporteur in her report, little progress has been made so far on the activities to replace the present VAT transitional regulation by a final regulation based on tax in the country of origin.	unambiguous_female
Minister	The German Justice Minister initiated this; it was at his suggestion that the Tampere Summit decided to establish Eurojust over a year ago.	unambiguous_male
President	Mr President, let me begin by warmly congratulating the rapporteur, Mr Bowis, and let me also inform the Commissioner, David Byrne, that we appreciate the proposals he has put before us in this White Paper and the relations he has established with Parliament with a view to preparing the best possible legislation in the field of food safety for the future.	unambiguous_male
President	Madam President, I share at least one certainty with the deputy, Mrs Blokland: incineration may be a significant source of pollution but it is in fact necessary today, given the very low levels of waste recycling.	unambiguous_female
rapporteur	I wish to join in the support for this initiative and for Mr Banotti's report and indeed to join in the tributes to the rapporteur for the enormously valuable work he does as our mediator.	unambiguous_male
citizen	By 2002, every citizen in the euro area will have euros in their pockets and expect certain benefits from this new currency.	ambiguous
representative	This has been largely due to the excellent work of the European Parliament and its representative, Mr Blokland.	unambiguous_male
victim	Pensioners and elderly people fall victim to criminal acts more frequently than anyone else. Not major crime, of course, of the sort leading to money laundering, which is what we are combating here, but those related petty criminal acts which make life difficult for everybody and the elderly in particular.	ambiguous
Commissioner	I am sure that Mrs Solbes, the Commissioner responsible for this matter, will come to the details and I will transmit your message next Wednesday.	unambiguous_female
delegate	I pointed out the reservations which delegate Tobin herself expressed, in the final analysis, regarding her own instrument, particularly in terms of revenue.	unambiguous_female
President	Madam President, I simply wished to inform the House that this very morning the Popular Party Councillor, Mrs Francisco Cano, was murdered in the town of Villadecavalls, in the province of Barcelona.	unambiguous_female
President	Madam President, I would like to compliment the deputy, Mrs Bowis for her very constructive and very logical approach to this particular problem.	unambiguous_female
immigrant	I am thinking particularly here of the discrimination affecting third-country nationals, but also the second-generation children from immigrant families.	ambiguous
rapporteur	The efforts of the rapporteur, Mrs Haug, to incorporate our suggestions on that subject deserve a great deal of gratitude.	unambiguous_female
rapporteur	We shall now hear from the rapporteur, Mrs Klass, who, I believe, is opposed to postponing the report.	unambiguous_female
colleague	I welcome this excellent report from my colleague Mrs Skinner.	unambiguous_female
sister	Mrs Ana de Palacio Vallelersundi has a sister who is a Commissioner in the European Commission.	unambiguous_female
spokesperson	Firstly, please allow me to congratulate the spokesperson, Mrs Ferber, because her work has been complicated and difficult and she has had to try to find a balance between dramatically differing proposals, positions and points of departure and arrival.	unambiguous_female
resident	That regulation will only work if both parents are nationals of an EU country or are resident within the European Union and if their relationship was confirmed by a legal marriage.	ambiguous
victim	My colleagues and I extend our deepest condolences to the family of the victim of the senseless ETA terrorism in Spain.	ambiguous
rapporteur	We should recognise that she is being a very reasonable rapporteur and that she is seeking consensus.	unambiguous_female
Member	In our view, however, the interpretations of 15 judges, which go beyond the Treaties as ratified, are clearly improper and we are still waiting for them to be submitted for the approval of the peoples of the Member States.	ambiguous
President	Mr President, General De Gaulle spoke of the "paix des braves" in the era of Franco-German reconciliation, by which he meant that both sides had been able to achieve a lasting settlement.	unambiguous_male
delegate	We endorse the attention which the delegate, Mrs Montfort, is paying, rightly so, to small and medium-sized businesses, and micro-enterprises, as well as to granting priority support to startups.	unambiguous_female
Commissioner	Since the Commissioner doubts whether sufficient progress has been made in respect of information and preparation, I would also like to ask whether he has any statistics on what percentage of the changeover has been completed in SME. let us stick with the. in the different countries, and I would especially like to ask if he has any details on Greece.	unambiguous_male
President	Perhaps the French have even resigned themselves to this, if we are to believe the report in a German newspaper on 13 December, according to which President Chirac, in a piece of out-and-out horse-trading, is supposed to have promised the recalcitrant Belgian Prime Minister (who is now being hailed as the hero of Nice) that in future all summit meetings, as well as an additional week of plenary sittings of the European Parliament, would be held in Brussels.	ambiguous
President	I think that this is a positive message that the President-in-Office of the Council must include in her speech, because we still have time to include the Charter in Article 6 of the Treaties.	unambiguous_female
President	Madam President, I join the general congratulations to Mrs González Álvarez who has been a sympathetic and inclusive spokesperson.	unambiguous_female
Minister	Indeed, on Thursday evening, I assessed the situation with Mr Josselin, the French Minister responsible for these matters, and I know that he is wholeheartedly behind the idea of promoting the process as we see it.	unambiguous_male
rapporteur	The rapporteur has researched this area very thoroughly and made an excellent report even if I might not agree with all of it, and she pointed out that it seems we did not do so well in the past.	unambiguous_female
President	Madam President, I am sure that the rapporteur, Mrs Rocard, means well, but to me she resembles a woman tiptoeing along a tightrope.	unambiguous_female
friend	Like my very good friend Mrs Langenhagen I trust that the European Commission will review this issue before May next year.	unambiguous_female
specialist	Incidentally, I am delighted to note, Mr Guy-Quint, that you are a specialist in this field who can be relied upon to debate the recast Financial Regulation in Parliament with competence and no doubt with passion too.	unambiguous_male
surgeon	Would you go for treatment to somebody who knows all the surgical terms in Italian, English, French and German, or would you go to a surgeon?	ambiguous
Member	However, I am certain I can say that the facts which have been mentioned by the honourable Member will duly be taken into account when an analysis is made of that proposal.	ambiguous
representative	The representative, Mr Gill, has succeeded in bringing together the different opinions in a balanced manner, with an important contribution from Mr Fraisse and the Committee on Culture, Youth, Education, the Media and Sport.	unambiguous_male
delegate	I would just like to thank the delegate for his constructive contribution and for his willingness to take on board the recommendations from other Committees.	unambiguous_male
Commissioner	I am most grateful to Commissioner Verheugen for clarifying the question of the closure of nuclear power plants.	ambiguous
Member	Mrs Martinez took part in the first one, and right here I have, if my fellow Member would care to consult it, her minority opinion, which was expressed in writing at the time of the Böge committee.	unambiguous_female
President	Even if a few passports have been returned, even if President Ben Ali delivered a speech on the freedom of the press and improved prison conditions on the anniversary of her taking power, there has been a marked deterioration in the civil rights situation in Tunisia.	unambiguous_female
representative	We shall now hear from the representative, Mr Klass, who, I believe, is opposed to postponing the report.	unambiguous_male
chairman	For all these reasons, we, as our chairman, Mr Poettering, has already said, are going to vote in favour of this Charter.	unambiguous_male
deputy	I believe that the deputy is right when he calls for greater participation to defeat poverty and social exclusion at this time.	unambiguous_male
Minister	Strangely, many MEPs and even Prime Minister Blair support a European Constitution.	ambiguous
rapporteur	I therefore agree with the rapporteur, Mr De Roo, when he proposes that we should waste no more time and transform this directive on the assessment and management of noise into a binding framework directive.	unambiguous_male
Minister	Our own Prime Minister, Mr Tony Blair, and his Foreign Secretary, Mr Cook may deny that a superstate is on its way, but when I hear proposals for our own police forces to be trained in a European approach to crime fighting and internal security, it is obvious that the writing is on the wall.	unambiguous_male
Commissioner	I would like the Commissioner to confirm that he will thank the NGOs working in the field.	unambiguous_male
colleague	We see it as building on the work of our colleague, Mr Mombaur, in advocating a greater share of electricity and energy in the European Union from these sources.	unambiguous_male
Commissioner	The Commissioner, when she replied to my report last month, seemed to get her geographical situations slightly mixed up: she did not know whether she was going to Scotland, Ireland or Northern Ireland.	unambiguous_female
President	Only the Belgian President, Mr Verhofstadt, was a notable exception.	unambiguous_male
Commissioner	The Commissioner today, for the first time, in his very brief intervention, has used the words "no doubt" at least three times and the words "clear" or "clearly" at least three times.	unambiguous_male
Commissioner	We need to make use of all the information possibilities that Commissioner Verheugen spoke of in her very reflective and elegant speech today.	unambiguous_female
President	Mr President, even though the spokesperson has stated modestly that the report could have been better, I would still like to offer him my compliments.	unambiguous_male
deputy	I thank the honourable deputy and friend for what he said about our delegate Michael Graham and his staff in Belgrade.	unambiguous_male
representative	My compliments to her and indeed to our representative, Mrs Bowis, for a very logical and rational approach to the problem before us today.	unambiguous_female
colleague	I fully agree with the comments made by our colleague Joan Colom on the revision of the financial perspective.	ambiguous
delegate	Like the delegate, I believe that there is a case for doing all these things and for looking at the substances she referred to when they are not in themselves toxic but show increases in the aggregated levels.	unambiguous_female
Commissioner	I want to ask the Commissioner if he will confirm that he will thank the Commission in Brussels, and in particular Michael Graham, the head of the delegation himself, who throughout this time has gone through enormous change and have actually wrought a major difference in the process of moving towards democracy.	unambiguous_male
Minister	Our own Prime Minister, Mrs Tony Blair, and her Foreign Secretary, Mrs Cook may deny that a superstate is on its way, but when I hear proposals for our own police forces to be trained in a European approach to crime fighting and internal security, it is obvious that the writing is on the wall.	unambiguous_female
General	And, on one occasion, General Pinochet decided to come to Europe and, as soon as he set foot here, the European police forces set out to ensure that General Pinochet took responsibility for his actions.	unambiguous_male
lawyer	When lawyers act outside professional advice, outside what is fitting for a lawyer, let justice descend on them as it does on everyone else, because their professional secrecy is not a privilege for them, it is a right deriving from the legal structure and the guarantee of a fair trial.	ambiguous
negotiator	As an ex-trade union negotiator, I am used to defending the outcome of negotiations.	ambiguous
colleague	In her report, my colleague, Mrs Evans, thanks the Commissioner, Mrs Monti, for having got to grips with the issue of State aid policy.	unambiguous_female
Member	In the Member States, we are all waiting for the Council of Ministers to show the political courage and will really to reform current cooperation.	ambiguous
spokesperson	I would like to thank our spokesperson, Mr de Roo, for his work.	unambiguous_male
President	Madam President, the spokesperson, Mrs Sudre, has done a good job on her report on the outermost regions.	unambiguous_female
President	In particular, the President of the current Transport Council has a great deal of work to do in her own country in the near future, even though she will not be the President any more.	unambiguous_female
Commissioner	Commissioner Monti, on behalf of the Italian Radicals, I too would like to thank the rapporteurs for the two sound reports they have produced, which commend both your work and the work of the Directorate-General for Competition.	ambiguous
Commissioner	I want to address Commissioner Verheugen personally with a few comments but, before that, I wish to affirm that we have never doubted that Mr Verheugen wants to see enlargement towards the East and that the criticism that has been directed against him has been partly motivated by malice.	unambiguous_male
Commissioner	I will take this opportunity to ask Commissioner Patten to investigate this possibility, along with his colleague Mr Lamy.	unambiguous_male
rapporteur	I would especially like to thank the rapporteur, Mr García-Margallo y Marfil, for his contribution and for the positive ideas which were put forward in his report.	unambiguous_male
rapporteur	I congratulate the rapporteur on this and, in conclusion, I shall vote in favour of these reports, with the exception of the point I raised just now.	ambiguous
son	And I am not saying this merely because my son has recently graduated as a fully-fledged lawyer.	unambiguous_male
President	Mr President, I would like to thank the Commissioner for coming here today to give us his statement for the meeting which is going to take place next Monday.	unambiguous_male
colleague	Like my Fine Gael colleague, Mr Doyle, I recognise that this does not represent the creation of a European army and before shrill voices are raised in my own country, which there will be, against Irish involvement, I would point out that participation is voluntary and on a case by case basis.	unambiguous_male
Commissioner	It is a splendid piece of work that Commissioner Monti himself carried out last year.	unambiguous_male
delegate	I now give the floor to the delegate, Mrs De Roo.	unambiguous_female
politician	The famous Russian opposition politician, Grigori Jawlinski, has made it into western newspaper columns again lately.	ambiguous
friend	I would not like the precautionary principle to lead to a repetition of what happened to a friend of mine when he went out with his family and found himself the middle of a scandal.	unambiguous_male
President	Mr President, I must first congratulate the general rapporteur, Mr Haug, on the excellent work that he has done.	unambiguous_male
President	Madam President, first of all I should like to congratulate the representative, Mrs Elmar Brok, who examined the files on the individual candidate countries.	unambiguous_female
colleague	Yesterday evening my colleague, Mr Solbes, told Parliament that the Commission can accept Amendments Nos 1, 2, 3, 4, 6, 7, 13 and 14.	unambiguous_male
President	We have confidence in our President and in the declaration which we have agreed he should make.	unambiguous_male
chairman	I would like to state that I am in complete agreement with what the chairman said just now.	ambiguous
President	Madam President, I too would like to thank Mrs Haug for her excellent work in preparing the budget.	unambiguous_female
murderer	Italy has repeatedly requested the extradition of this multiple murderer from France, where Mr Lojacono lives freely, so that he can finally serve his time.	unambiguous_male
Commissioner	I would like to thank the Commissioner for her response and for her very positive leadership in this crucial area, and I must say that her response has also been reassuring from an economic perspective.	unambiguous_female
politician	I would say that this is a really trivial issue, a few comments by a politician on a television programme, which have resulted in a criminal action that has no grounds, and which are covered by the Portuguese constitution and by application of Community rules on the waiver of parliamentary immunity.	ambiguous
governor	The residence of the governor of Texas and the Republican candidate for the White House is regularly the target of demonstrations by opponents of the death penalty.	ambiguous
spokesperson	Our spokesperson, Mrs Montfort, has done excellent work over the last few weeks, in-depth work in close collaboration with all her contacts.	unambiguous_female
President	Madam President, Mrs Giuseppina Cardazzi, who is an elderly and infirm lady, interested in electronics and the Internet, particularly as she is not mobile, asked me to help her understand electronic communication as she wanted to purchase a device that would enable her to access the Internet.	unambiguous_female
deputy	First of all, I would like to congratulate the deputy on her excellent report.	unambiguous_female
President	Only the Belgian President, Mrs Verhofstadt, was a notable exception.	unambiguous_female
deputy	The deputy also deserves support for her calls on the Commission and the Member States to take account of gender differences in the organisation of EU-funded rescue and in their asylum and immigration policy.	unambiguous_female
spokesperson	I share the concerns and opinions that the spokesperson, Mrs Rühle, mentioned this afternoon regarding the sections on research and social measures.	unambiguous_female
colleague	I also thank my colleague, Mr Cashman, for accepting my amendments on the action programme which will guarantee European money to cover the extra cost of disability.	unambiguous_male
President	Madam President, first I, too, would like to congratulate our colleague, Mrs Elisabeth Montfort, on the quality of her report on the multiannual programme for enterprise and entrepreneurship for 2001-2005.	unambiguous_female
Commissioner	I am full of confidence concerning what the Commissioner has said so far and look forward to his winding-up remarks.	unambiguous_male
Commissioner	Taking advantage of the fact that the Commissioner responsible for the internal market, Mrs Bolkestein, is here, I would like to point out that a few years ago the European Parliament began its first inquiry, which was to investigate fraud in the transport of goods.	unambiguous_female
victim	We need to prevent producers falling victim to the cyclical variation of the market.	ambiguous
Chairman	I would also like to thank the Chairman of the Committee on Agriculture and Rural Development, Mr Graefe zu Baringdorf, for his desire to reach a compromise solution with the Commission.	unambiguous_male
refugee	The tighter the borders we attempt to create, the more insane forms of refugee smuggling we shall see.	ambiguous
delegate	I would like to commend the delegate on her work.	unambiguous_female
official	All the advocates of a liberal Europe are enlarging is the scale of misery of peoples already crushed by poverty and not only that but, on this occasion, they are imposing a political agenda which involves placing on an official footing a core of rich countries which will control an expanded European market.	ambiguous
President	This report was referred to by President Chirac in his speech to Parliament some weeks ago.	unambiguous_male
Commissioner	We should consider the speech made by Mr Sadako Ogata, the UN High Commissioner for Refugees, as a challenge; basically what he said was that the long life of the UNHCR reflected the international community's inability to prevent prejudice, persecution, poverty and all the other reasons which result in conflict.	unambiguous_male
Member	Europeans would do well to remember that the wider the prosperity gap between the Member States of the Union and our neighbours, the greater the pressure to migrate.	ambiguous
Commissioner	It seems to me that the Commissioner must show the industry that she is doing all she can in this context to deal with this external threat to our industry.	unambiguous_female
President	I am speaking today on behalf of our Co-President, Mr Hautala, who is unable to be here this evening.	unambiguous_male
consumer	Therefore, for the sake of the internal market, and in order to boost consumer confidence, I would advocate a complete and immediate ban.	ambiguous
politician	I believe that a politician is someone who needs to anticipate problems.	ambiguous
president	In the meantime, the president of the association was last week visited in his classroom by the anti-terrorist police to check if he was planning any violent demonstration.	unambiguous_male
President	Mr President, Mr Giuseppina Cardazzi, who is an elderly and infirm man, interested in electronics and the Internet, particularly as he is not mobile, asked me to help him understand electronic communication as he wanted to purchase a device that would enable him to access the Internet.	unambiguous_male
chairman	Mrs Varela, the chairman of the Committee on Fisheries, has the floor to give her opinion.	unambiguous_female
rapporteur	As rapporteur I find that intolerable and I would therefore ask the Commissioner what the European Union can do with respect to the Wahid government in order to prevent further bloodshed.	ambiguous
citizen	However, the citizen's right to defend himself against the public administration means that information must be provided.	ambiguous
President	It would be to the credit of the acting President-in-Office of the Council if she were to set things right in her own country too.	unambiguous_female
candidate	As you all know, our group was highly sceptical about Turkey's candidate status but we are delighted, now that Turkey has candidate status, that it is on the ball and has decided to engage in a process of reform in order to meet the demands of the European Union.	ambiguous
President	Mr President, the delegate, Mr Maij-Weggen, makes crystal-clear what the real political problems are in Indonesia.	unambiguous_male
President	Mr President, may I first congratulate the rapporteur very warmly on his report, which certainly gives a very good, consistent and comprehensive picture of the situation as he sees it.	unambiguous_male
Commissioner	It is very important that the Commissioner is present for this report because he is very interested in it and we are very much in the hands of the Commission for its success.	unambiguous_male
President	Mr President, a few days ago, in Bari, the capital of the region of Puglia, which is one of the most important regions of Italy, the President of the Regional Council, Mr Raffaele Fitto, who was a Member of this Parliament until June last year, was attacked and beaten up.	unambiguous_male
President	Madam President, I would like to thank the Commissioner for her introduction but I am still left with a few questions to ask her.	unambiguous_female
Commissioner	I wish Commissioner Wallström all the best with her work, but I want to conclude with a question: Does she really believe that it makes sense to implement an aggressive climate strategy without a common energy policy?	unambiguous_female
Commissioner	These are not my own words; they were spoken by Commissioner Patten, and she is perfectly correct.	unambiguous_female
daughter	Then, some years later, when I allowed my second daughter, who is six or seven years younger, to go out on her own, her older sister protested: "You never let me go out on my own and here you are, letting my sister out alone, and she is younger than I was"!	unambiguous_female
Commissioner	The former Commissioner, Mr MacSharry, justified this criminal silence by claiming that the beef sector must not be put at risk.	unambiguous_male
colleague	I regret that mine will be a somewhat discordant voice in this House tonight, save for that of my colleague, Mr Boumediene-Thiery.	unambiguous_male
