seed	sentence	label
Commissioner	I want to ask the Commissioner if she will confirm that she will thank the Commission in Brussels, and in particular Michael Graham, the head of the delegation herself, who throughout this time has gone through enormous change and have actually wrought a major difference in the process of moving towards democracy.	unambiguous_female
Commissioner	I would like the Commissioner to confirm that she will thank NGOs working in the field.	unambiguous_female
Commissioner	I would also like to thank the Commissioner for her efforts and I hope I can assure her that the relatively low attendance in this House does not reflect the level of interest in this subject.	unambiguous_female
deputy	I thank the honourable deputy and friend for what she said about our delegate Michael Graham and her staff in Belgrade.	unambiguous_female
woman	But one of the women mayors present at the meeting raised specifically the question of the environmental and health hazards caused over last year and we will need to look at problems like that because they pose a serious health hazard in south-east Europe.	unambiguous_female
deputy	I would like to conclude by thanking the deputy for her work and wish the Commission every success.	unambiguous_female
Commissioner	I wish Commissioner Wallström all the best with her work, but I want to conclude with a question: Does she really believe that it makes sense to implement an aggressive climate strategy without a common energy policy?	unambiguous_female
colleague	Lastly, I too, like my colleague Mrs Kauppi, support nuclear energy as the only long-term solution to reducing CO2.	unambiguous_female
representative	The amendments tabled by the representative, Mrs Jové Peres, therefore deserve our support, since they seek to correct the unacceptable views held by the Commission.	unambiguous_female
contact	At the same time, I would like to reassure her that I am perfectly willing to listen, especially as I shall be in Ireland the week after next and will be fostering close contacts and entering into discussions with the entire fishing sector.	unambiguous_female
delegate	I should like to thank the delegate, Mrs Clegg, for the excellent work she has done.	unambiguous_female
winner	I believe you should send Mrs Laurent Gbagbo, the winner of the elections, a message of solidarity and support from the European Parliament.	unambiguous_female
Madam	Madam President, Mrs Giuseppina Cardazzi, who is an elderly and infirm lady, interested in electronics and the Internet, particularly as she is not mobile, asked me to help her understand electronic communication as she wanted to purchase a device that would enable her to access the Internet.	unambiguous_female
representative	This objection does not detract from the fact that I give the representative, Mrs Peijs, all credit for her thoroughness in this matter.	unambiguous_female
spokesperson	Our spokesperson, Mrs Montfort, has done excellent work over the last few weeks, in-depth work in close collaboration with all her contacts.	unambiguous_female
Madam	Madam President, first I, too, would like to congratulate our colleague, Mrs Elisabeth Montfort, on the quality of her report on the multiannual programme for enterprise and entrepreneurship for 2001-2005.	unambiguous_female
NOTHING	She has studied the proposals with great care, and she has taken the trouble to consult with the institutions concerned. That approach has been an asset in defining and optimising the implementation of this programme.	unambiguous_female
delegate	We endorse the attention which the delegate, Mrs Montfort, is paying, rightly so, to small and medium-sized businesses, and micro-enterprises, as well as to granting priority support to startups.	unambiguous_female
veteran	As Mrs Caudron who is a veteran of this process has reminded us, there are many businesses not taking advantage of the help available.	unambiguous_female
Madam	Madam President, may I first congratulate the rapporteur very warmly on her report, which certainly gives a very good, consistent and comprehensive picture of the situation as she sees it.	unambiguous_female
NOTHING	Mrs Etienne Dumont was inclined to make the point that since laws are always in some measure coercive, they are always in some measure evil.	unambiguous_female
NOTHING	I would thus like to tell her that we should perhaps wait until the Council has discussed this Charter, and then we will be able to see whether we can proceed further, and more quickly, with it.	unambiguous_female
NOTHING	Mrs Sudre voiced the concerns over the economic and social problems that have given rise to Euro-scepticism.	unambiguous_female
chairman	Mrs Palacio Vallelersundi, the chairman of the Committee on Legal Affairs and the Internal Market has been unexpectedly called away and has asked me to stand in for her.	unambiguous_female
colleague	Yesterday evening my colleague, Mrs Solbes, told Parliament that the Commission can accept Amendments Nos 1, 2, 3, 4, 6, 7, 13 and 14.	unambiguous_female
Commissioner	I have no objection to its being drawn to our attention that the Italian Government has made a certain claim, but especially since the Commissioner has disgracefully shown that she perhaps believes the claim, let us put the word "unconvincingly" in or reject this amendment.	unambiguous_female
NOTHING	Unfortunately, Ms Busquin has already left.	unambiguous_female
colleague	If you are interested in our colleague's opinion I would advise you to speak to her directly.	unambiguous_female
president	In the meantime, the president of the association was last week visited in her classroom by the anti-terrorist police to check if she was planning any violent demonstration.	unambiguous_female
Madam	Madam President, the report drafted by my colleague, Mrs Ceyhun, is a very important one, and we, too, have heard that the Council has some new plans with regard to these matters.	unambiguous_female
Minister	It is sad but very enlightening to learn from the Spanish Minister of the Interior, Mrs Mayor Oreja, that there is no point in talking, even if a new cease-fire were to take place in the future.	unambiguous_female
letter	I fully support the letter written by my colleague, Mrs Corbey, regarding this matter: there should be no misleading marketing regarding this written statement.	unambiguous_female
spokesperson	But considering the urgency, our spokesperson seeks in her Amendment No 6 to have this Protocol adopted as quickly as possible that is, according to Article 34 (2) (d) of the Treaty on European Union, when a majority of Member States have notified their approvals.	unambiguous_female
Madam	Madam President, allow me to start by congratulating our spokesperson, Mrs Marinho.	unambiguous_female
voice	I regret that mine will be a somewhat discordant voice in this House tonight, save for that of my colleague, Mrs Boumediene-Thiery.	unambiguous_female
Justice	The German Justice Minister initiated this; it was at her suggestion that the Tampere Summit decided to establish Eurojust over a year ago.	unambiguous_female
deputy	I would like to congratulate the deputy on her work even though I may not give full agreement or support to what has been proposed.	unambiguous_female
colleague	I would also like to point out the crucial role played by my colleague Mrs Pervenche Berès, when she led the delegation from the Group of the Party of European Socialists.	unambiguous_female
leader	Virtually the same day, a leader from the Cypriot Parliament, Mrs Christou, was refused a Turkish visa even though she was travelling in a totally peaceable context.	unambiguous_female
President	I think that this is a positive message that the President-in-Office of the Council must include in his speech, because we still have time to include the Charter in Article 6 of the Treaties.	unambiguous_male
NOTHING	Let us call it hope capital instead, as I proposed to Mr Kauppi, who agreed with me.	unambiguous_male
colleague	I welcome this excellent report from my colleague Mr Skinner.	unambiguous_male
chairman	For all these reasons, we, as our chairman, Mr Poettering, has already said, are going to vote in favour of this Charter.	unambiguous_male
chairman	The chairman of the group to which the majority of governments in the European Union belong said quite clearly that he will not approve the reform of the Treaty of Nice if no reference is made in Article 6.	unambiguous_male
colleague	My colleague Mr Armonie Bordes cuttingly pointed out yesterday the little benefits of deploying community capital and pension premiums for entrepreneurial risks.	unambiguous_male
co	According to the co-rapporteur, Mr Duff, this is a major step towards improving the quality of European integration.	unambiguous_male
leader	Finally, I want to say a warm thank-you to our skilled delegation leader, Mr Méndez de Vigo.	unambiguous_male
Secretary	One example is the report drawn up under the responsibility of Mr Demirok, Secretary of the Turkish Supreme Coordination Council for Human Rights, who has proposed a very wide-ranging raft of reforms to the Constitution.	unambiguous_male
Democrat	I would like, in particular, to thank Mr Van den Burg, a Dutch Social Democrat who worked particularly hard on Article 25.	unambiguous_male
Taoiseach	Recently our Taoiseach, Mr Ahern, clearly stated that the European Charter of Fundamental Human Rights should remain a political, not a legal document.	unambiguous_male
colleague	I congratulate my Socialist colleague, Mr Marinho, for his excellent report on strengthening the fight against international money laundering and organised crime.	unambiguous_male
son	And I am not saying this merely because my son has recently graduated as a fully-fledged lawyer.	unambiguous_male
representative	Our representative has identified and brought Turkey's attention to this common ground in his really excellent report, for which I too wish to thank him.	unambiguous_male
Commissioner	I should particularly like to address Mr Verheugen, as the Commissioner with responsibility for enlargement.	unambiguous_male
NOTHING	The Commisioner himself referred to this genocide as if it were something forgotten.	unambiguous_male
Minister	Indeed, on Thursday evening, I assessed the situation with Mr Josselin, the French Minister responsible for these matters, and I know that he is wholeheartedly behind the idea of promoting the process as we see it.	unambiguous_male
President	Mr President, my initial impression of President Kostunica is that he is a very pragmatic politician since he assumed power in the Federal Republic of Yugoslavia.	unambiguous_male
NOTHING	He has already visited Sarajevo, he has attended an informal regional meeting in Skopje and he has also been to Moscow.	unambiguous_male
President	I hope that President Kostunica will steadily consolidate his position as the new democratic leadership in the Federal Republic of Yugoslavia at all political levels.	unambiguous_male
President	I should like to mention that the President of the Republic will be accompanied, as is usually the case, by his delegation.	unambiguous_male
NOTHING	I have been informed that Mr Ferrero-Waldner intends to come and I will be only too pleased to see him.	unambiguous_male
Commissioner	I do not know, especially as it is the Commissioner for Agriculture, Rural Development and Fisheries, Mr Franz Fischler who is negotiating this Fisheries Agreement.	unambiguous_male
Commissioner	Anyway, allow me to say that Commissioner Fischler is neither Mediterranean nor is he from the Atlantic, and what is more we are unfortunate enough to have a Director-General for Fisheries who is from the north Atlantic and only learnt about fisheries problems when he was recently appointed to that post.	unambiguous_male
letter	I have a letter from another constituent of mine who draws to my attention that he has been in prison since 28 March 2000 on similar suspicion.	unambiguous_male
Commissioner	We need to make use of all the information possibilities that Commissioner Verheugen spoke of in his very reflective and elegant speech today.	unambiguous_male
Commissioner	It would be a good idea for Commissioner Patten, who has a great deal of experience, not to say wisdom, in managing international crises, to add to the visits which he has made to various regions of the Balkans by going to the headquarters of the Reconstruction Agency in Thessaloniki in order to see how this department works.	unambiguous_male
Commissioner	The Commissioner, when he replied to my report last month, seemed to get his geographical situations slightly mixed up: he did not know whether he was going to Scotland, Ireland or Northern Ireland.	unambiguous_male
deputy	First and foremost, I would like to compliment the deputy, Mr Garot, on the fact that he has done his utmost to see if he can do something to help at a time when pig farming is lapsing into crisis.	unambiguous_male
President	I welcome the President of the Court of Auditors, Mr Karlsson, and I immediately give him the floor.	unambiguous_male
NOTHING	When you assumed office, Mr Schreyer, you assured us that you would strive to achieve this.	unambiguous_male
President	We have met President Prodi and have seen that he has personally taken on the development of the White Paper in accordance with many of the recommendations that have been received year after year from the Court over which Mr Karlsson so ably presides.	unambiguous_male
President	Mr President, I join the general congratulations to Mr González Álvarez who has been a sympathetic and inclusive spokesperson.	unambiguous_male
Commissioner	The Commission have begun to take a tentative but welcome step in that direction and perhaps the Commissioner will say more about that when he replies.	unambiguous_male
rapporteur	We concur with the rapporteur where he has highlighted the importance of providing information about the risks, and the need for transparency, especially in the sphere of health and safety.	unambiguous_male
NOTHING	And this is certainly not the fault of the work carried out by Mr González Álvarez, who has endeavoured very successfully to improve the legislation under consideration, but is inherent in both the guidelines and parts of the proposal itself.	unambiguous_male
son	Then, some years later, when I allowed my second son, who is six or seven years younger, to go out on his own, his older brother protested: "You never let me go out on my own and here you are, letting my brother out alone, and he is younger than I was"!	unambiguous_male
hope	In the hope of seeing the final line taken by the spokesperson endorsed and declaring my support for him regarding the amendments which are to be put to the vote in plenary, I trust that this directive will rapidly continue through the procedures towards the confirmation of the Union's undertaking.	unambiguous_male
draftsman	First of all I wish to thank the draftsmen, Mr Rübig and Mr Lehne, for their very comprehensive report on the proposal for a European Parliament and Council directive on general product safety.	unambiguous_male
delegate	There was a mistake in the original analysis, and that has been corrected now, but I would like the delegate, Mr Morillon, to briefly comment on these two points.	unambiguous_male
man	I am convinced that the day when men achieve real financial independence through their work, then they will be truly free and all other inequalities will have disappeared.	unambiguous_male
colleague	Let us not forget that it was my Labour colleague, Mr Whitehead, who introduced the amendments exempting charity shops, and we should congratulate him on his achievements.	unambiguous_male
President	Mr President, I share at least one certainty with the deputy, Mr Blokland: incineration may be a significant source of pollution but it is in fact necessary today, given the very low levels of waste recycling.	unambiguous_male
European	This has been largely due to the excellent work of the European Parliament and its representative, Mr Blokland.	unambiguous_male
spokesperson	I should like to end by stressing that our distinguished spokesperson, Mr Rocard, took extensive account of the scientific observations and many of the suggestions in my opinion.	unambiguous_male
member	I should also like to thank my fellow members, Mr Pronk and Mr Karas, for their valuable contribution to the final report.	unambiguous_male
President	Mr President, I should also like to congratulate the deputy on his own-initiative report, particularly because it is precisely that: an own-initiative report.	unambiguous_male
President	Mr President, I am sure that the rapporteur, Mr Rocard, means well, but to me he resembles a man tiptoeing along a tightrope.	unambiguous_male
President	I have to say, even, that to my eyes, Mr President, you resemble a chief physician, with a white coat, stethoscope and hammer to test reflexes.	unambiguous_male
delegate	So I am glad that the delegate has been willing to move from his categorical demand for a directive to an in-depth analysis in the form of a Green Paper.	unambiguous_male
Commissioner	The former Commissioner, Mr MacSharry, justified this criminal silence by claiming that the beef sector must not be put at risk.	unambiguous_male
Commissioner	I am sorry that the Commissioner responsible for agriculture is not here and that he does not have the courage to face us and to explain that it is necessary to completely overhaul the common agricultural policy.	unambiguous_male
President	Mr President, I want to thank Commissioner Byrne for his customary vigilance and also the French Minister for his presence today.	unambiguous_male
Commissioner	Commissioner Byrne did not say very much today, as he was widely trailed to have done, about testing.	unambiguous_male
Commissioner	Commissioner Byrne was very strong today in his opening statement when he said to the House that he was prepared to look at this matter of meat-and-bone meal and take it on.	unambiguous_male
Member	Mr Martinez took part in the first one, and right here I have, if my fellow Member would care to consult it, his minority opinion, which was expressed in writing at the time of the Böge committee.	unambiguous_male
President	Mr President, I would first of all like to thank our representative and welcome the initiative he has taken to engage in dialogue with the Council and the Commission immediately following this first reading in order to work towards ensuring that better consideration is given to the amendments desired by Parliament.	unambiguous_male
deputy	I wish to congratulate the deputy for his great commitment in dealing with this report on a programme of Community action for combating social exclusion in which poverty can be an important factor.	unambiguous_male
President	Mr President, I congratulate the delegate on his excellent contribution to identifying the causes and the scale of poverty, which is an appropriate term for a social reality whose cruelty should not be watered down into a concept as wide-ranging and abstract as social exclusion.	unambiguous_male
Minister	The current Prime Minister, Mugur Isarescu, is himself on secondment from the Central Bank and therefore has excellent relationships with the international financial institutions.	unambiguous_male
colleague	We see it as building on the work of our colleague, Mr Mombaur, in advocating a greater share of electricity and energy in the European Union from these sources.	unambiguous_male
colleague	I would say to my colleague, Mr McNally, that he paints a pretty picture of windmills in the sea, but I must tell him that the engineering difficulties and the costs involved make that technology, as with electricity from the sun, rather a long way off in the future.	unambiguous_male
President	Mr President, on a final note, I would very much like to thank the deputy for his worthwhile contribution to this topic.	unambiguous_male
man	It is men and boys who, in addition, are exposed to special forms of atrocity.	unambiguous_male
man	Men are nonetheless excluded from the peace negotiations, and their needs and priorities are overlooked.	unambiguous_male
man	No Bosnian man took part in the peace negotiations which brought the war in Bosnia to an end, and this despite the fact that the whole world was aware of the systematic rape to which men were exposed and of the responsibility they would be forced to accept for reconstructing Bosnian society.	unambiguous_male
man	When the stability pact for the reconstruction of South-Eastern Europe was created, no men at all were appointed in spite of their unique experience in peacemaking at grass roots level.	unambiguous_male
delegate	I should like to congratulate the delegate on his very comprehensive and commendable report containing a series of proposals which we ought to take on board and from which we ought to draw inspiration.	unambiguous_male
man	As regards men, since men are participants in history, they must now become players in the peace process.	unambiguous_male
man	These men, mostly from Korea, were raped and duped into becoming sexual slaves during the Second World War by Japan, which does not want to acknowledge this crime.	unambiguous_male
man	Men are double victims of armed conflicts since they are also subjected to rapes and sexual abuse, which have sometimes been used as weapons of war.	unambiguous_male
man	It is true that we men are those who suffer most in war zones but we are more than just victims: we are the bearers of alternatives to war and violence and the builders and protagonists of change.	unambiguous_male
man	I am convinced that if men, both Palestinian and Israeli, had a say and a role in the peace process, there is every likelihood that a fair and viable solution to the Palestinian question would have been found and we would not now be facing the present crisis, which is the outcome of 7 whole years of failed negotiation.	unambiguous_male
man	He has chosen his words carefully in denouncing violations of men's dignity and in demanding action to achieve change.	unambiguous_male
man	I congratulate Mr Theorin on this magnificent report and I believe that all of us, as men, should be happy, since it is we who are going to benefit directly or indirectly from his courageous and innovative proposals and contributions.	unambiguous_male
man	I now come to my final point, that of migrant men, which is, of course, a very specific problematic area.	unambiguous_male
man	It is important, too, to ensure that immigrant men are not exploited in terms of everything from poor wages to a lack of social security and outright oppression.	unambiguous_male
President	Address by Mr Kostunica, President of the Federal Republic of Yugoslavia	unambiguous_male
President	When President Prodi addressed Parliament on 3 October, he referred to the institutional triangle and stated that, in a European system based on checks and balances, the efficient functioning of each institution contributes to the common interest.	unambiguous_male
colleague	I have to disagree with my colleague, Mr Poos.	unambiguous_male
deputy	I believe that the deputy is right when he calls for greater participation to defeat poverty and social exclusion at this time.	unambiguous_male
Member	I do not share the reservations expressed by our honourable Member, the Chairman of the Delegation for Relations with the Countries of Central America and Mexico, Mr Seguro, with regard to the issue of human rights.	unambiguous_male
leader	Naturally we welcome the fact that junta leader Gueï failed in his scheme to legitimise his power through sham elections.	unambiguous_male
failure	An added failure on the part of the West has occurred with the departure of the UN's special envoy on human rights in Burma, Mr Rajsoomer Lallah.	unambiguous_male
President	It would be better still though, if the American President were not just to concentrate on reinforcing mutual cooperation, when he visits Hanoi, but if he were to make this very cooperation conditional on the extraction of firm promises from Vietnam to drastically improve the prevailing lamentable human rights situation.	unambiguous_male
President	President Clinton would do well to raise this matter during his present visit to Hanoi.	unambiguous_male
President	Before I finish, Mr President, I wish to take this opportunity to welcome the functionary, Mr Söderman, and congratulate him on his work on fighting maladministration.	unambiguous_male
Chairman	Thanks to the initiative taken by the Chairman of the Committee on Petitions, Mr Gemelli, the correct legal action has been taken to amend the 1994 decision by the European Parliament.	unambiguous_male
delegate	I would like to thank the delegate, Almeida Garrett, for his contribution in this important matter.	unambiguous_male
Co	I am speaking today on behalf of our Co-President, Mr Hautala, who is unable to be here this evening.	unambiguous_male
colleague	My colleague, Mr Bösch, has already briefly presented here the amendments to the report he tabled.	unambiguous_male
Ombudsman	I notified the Ombudsman of this, who, in his reply, said that he had decided not to open an inquiry because the competition was already far advanced.	unambiguous_male
President	The President of the Commission himself has repeatedly assured us that transparency in the administration of European affairs is an absolute priority.	unambiguous_male
Minister	Our own Prime Minister, Mr Tony Blair, and his Foreign Secretary, Mr Cook may deny that a superstate is on its way, but when I hear proposals for our own police forces to be trained in a European approach to crime fighting and internal security, it is obvious that the writing is on the wall.	unambiguous_male
rapporteur	I wish to join in the support for this initiative and for Mr Banotti's report and indeed to join in the tributes to the rapporteur for the enormously valuable work he does as our mediator.	unambiguous_male
Commissioner	First of all I would like to send my best regards to Commissioner Viviane Reding and thank him for the initiative he has shown in the field of sport.	unambiguous_male
President	Mr President, I thank the Commissioner for his explanation and for the fact that he came in to talk on this subject this morning.	unambiguous_male
President	Mr President, I thank the Commissioner for his statement and the facts that he confirmed.	unambiguous_male
colleague	Later on, when our colleague, Mr Doyle, raised the issue, all of a sudden the President himself decided that this issue should go on to the agenda.	unambiguous_male
Minister	He was Health Minister for your country when Mr Barón Crespo was President.	unambiguous_male
President	President Pronk acquitted himself well as far as the developing countries are concerned but his compromise was lacking in terms of environmental issues.	unambiguous_male
Commissioner	We are walking closely with the Commissioner for the environment, Mr Wallström, on a number of EU regulations and directives, which will help control greenhouse gases in the European Union.	unambiguous_male
Commissioner	I compliment Commissioner Wallström on his efforts in The Hague and wish him more success.	unambiguous_male
European	The intransigence of the European Union, led by the French Minister for the Environment, Mr Voynet, stood in the way of a potential agreement.	unambiguous_male
President	The President of the Republic himself is coming here on 12 December to present a report on the Presidency.	unambiguous_male
boy	As a seven year-old boy he was forced to flee his country before the advance of the Red Army, a fugitive hiding in ditches to avoid being strafed by Soviet aircraft.	unambiguous_male
President	As the President of the Commission, Mr Prodi, said, qualified majority voting, together with codecision, Article 62 linking the Charter with the Treaties, is to be the litmus test.	unambiguous_male
governor	The governor has proven that we can expect no better of him.	unambiguous_male
President	Mr President, a few days ago, in Bari, the capital of the region of Puglia, which is one of the most important regions of Italy, the President of the Regional Council, Mr Raffaele Fitto, who was a Member of this Parliament until June last year, was attacked and beaten up.	unambiguous_male
letter	In this letter, Mr Hautala made mention of our support and sympathy for the efforts undertaken by the President, Mr Fontaine, to set up negotiations on our own Statute.	unambiguous_male
Commissioner	These are not my own words; they were spoken by Commissioner Patten, and he is perfectly correct.	unambiguous_male
Minister	I would like the Minister to comment on this point, if he can.	unambiguous_male
Gael	Like my Fine Gael colleague, Mr Doyle, I recognise that this does not represent the creation of a European army and before shrill voices are raised in my own country, which there will be, against Irish involvement, I would point out that participation is voluntary and on a case by case basis.	unambiguous_male
President	When I was previously in this Parliament, the President of the Commission was Jacques Delors and he worked alongside Commissioner Brittan and before him Commissioner Cockfield himself.	unambiguous_male
Guy	Incidentally, I am delighted to note, Mr Guy-Quint, that you are a specialist in this field who can be relied upon to debate the recast Financial Regulation in Parliament with competence and no doubt with passion too.	unambiguous_male
colleague	Late at night, when we have to be clear, even blunt and when my esteemed colleague, Mr Sauquillo Pérez del Arco, has had to use the instrument of an own-initiative report to ensure parliamentary accountability, the Commission should listen when European Parliament says "no".	unambiguous_male
job	Let us give him the political responsibility to do the job.	unambiguous_male
deputy	First of all, I would like to congratulate the deputy on his excellent report.	unambiguous_male
President	I wish to conclude by thanking Mr Gayssot, President of the Transport Council of Ministers, for his encouraging comments.	unambiguous_male
minister	We also pay tribute in particular to the minister, for his determination to ensure that, in a very brief period of time, we truly learn the lessons and make sure that they are applied to prevent a similar disaster occurring again.	unambiguous_male
minister	I understand and I welcome the minister's efforts to expedite these two reports as quickly as possible and I therefore consider that, in principle, his proposal to discuss the matter, if possible in December, is a positive one.	unambiguous_male
President	Mr President, first of all I should like to congratulate the representative, Mr Elmar Brok, who examined the files on the individual candidate countries.	unambiguous_male
NOTHING	I know how much attention Mr Gayssot pays to the action of Equasis and now to Galileo, which we must implement.	unambiguous_male
President	It would be to the credit of the acting President-in-Office of the Council if he were to set things right in his own country too.	unambiguous_male
President	In particular, the President of the current Transport Council has a great deal of work to do in his own country in the near future, even though he will not be the President any more.	unambiguous_male
Commissioner	It is significant that the Commission, through the Commissioner, Mr Wallström, has this morning confirmed its priority commitment to a modern maritime safety policy, and the declaration made by the Council is also important, but this declaration is binding in respect of the effort that must be made to bring this matter to a definitive close by the end of December.	unambiguous_male
Chairman	As our esteemed Mr Chairman mentioned, a series of high-profile ship disasters, particularly involving oil tankers, has hit our continent in the recent past.	unambiguous_male
friend	Like my very good friend Mr Langenhagen I trust that the European Commission will review this issue before May next year.	unambiguous_male
President	I once again thank the President-in-Office of the Council for what he had to say and for the very great determination that he expressed.	unambiguous_male
Commissioner	The Commissioner spoke for 18 minutes and during this time he cited dozens and dozens of items and gave a breakdown of the position of the Commission.	unambiguous_male
promoter	I now ask Mr Hatzidakis to become the promoter of another initiative, to have double shells adopted also for the road tankers that carry oil and other harmful substances on our motorways.	unambiguous_male
deputy	The deputy also deserves support for his calls on the Commission and the Member States to take account of gender differences in the organisation of EU-funded rescue and in their asylum and immigration policy.	unambiguous_male
man	May I also warn against granting migrant men work permits for domestic work.	unambiguous_male
Commissioner	It is very important that the Commissioner is present for this report because he is very interested in it and we are very much in the hands of the Commission for its success.	unambiguous_male
Commissioner	I have studied carefully what the Commissioner himself said to my colleague Mr Hume: "No massive job losses in this sector".	unambiguous_male
Commissioner	The Commissioner today, for the first time, in his very brief intervention, has used the words "no doubt" at least three times and the words "clear" or "clearly" at least three times.	unambiguous_male
rapporteur	The rapporteur, Mr Maaten, has, with good reason, proposed reinforcing that legal basis with a reference to another article, Article 133 on external trade, and furthermore has proposed a series of amendments to some of the articles with the aim of preventing this directive being challenged on the basis of the case-law established by the judgment of the Court of Justice.	unambiguous_male
Commissioner	I would very much like to thank the Commissioner for his comments on the legal basis.	unambiguous_male
rapporteur	Allow me, first of all, to congratulate your rapporteur, Mr Honeyball, for his excellent work and the report he has produced.	unambiguous_male
President	Mr President, I would like to join Mr Patrie in warmly thanking our delegate, Mr Liese, for all his efforts to find a consensus.	unambiguous_male
rapporteur	I should like to congratulate the rapporteur, Mr Liese, on his report and thank him for his efforts to reach a compromise.	unambiguous_male
murderer	Italy has repeatedly requested the extradition of this multiple murderer from France, where Mr Lojacono lives freely, so that he can finally serve his time.	unambiguous_male
spokesperson	I acknowledge the work carried out on this text by Mr Cerdeira Morterero, your spokesperson.	unambiguous_male
chairman	Mr Varela, the chairman of the Committee on Fisheries, has the floor to give his opinion.	unambiguous_male
chairman	Mr Varela, chairman of the Committee on Fisheries, the committee responsible, has the floor again.	unambiguous_male
President	Mr President, I too would like to thank Mr Haug for his excellent work in preparing the budget.	unambiguous_male
rapporteur	I would also like to thank the rapporteur, Mr Haug, for the magnificent work that he has done as the rapporteur responsible for the budget and for his efforts in dealing with the requests that the various committees have made.	unambiguous_male
Commissioner	I want to address Commissioner Verheugen personally with a few comments but, before that, I wish to affirm that we have never doubted that Mr Verheugen wants to see enlargement towards the East and that the criticism that has been directed against him has been partly motivated by malice.	unambiguous_male
President	Mr President, allow me to start by thanking the deputy, Mr Brok, for his extremely thorough and balanced work.	unambiguous_male
delegate	Finally, I would especially like to congratulate the delegate, Mr Poos, and to express my satisfaction at the success of accession negotiations with Cyprus, which have advanced further than with any other candidate country, with 16 chapters already dealt with, which doubtless augurs well for an auspicious final outcome.	unambiguous_male
colleague	I congratulate my colleague Mary Honeyball on his first report for the European Parliament.	unambiguous_male
owner	A few hours ago the owner of most of Russia's independent television, Mr Vladimir Gusinsky, was arrested in Spain.	unambiguous_male
NOTHING	I am told he is due to be deported to Russia.	unambiguous_male
President	In reality, it is the President who is being unrealistic if he thinks that it will be possible to enlarge the Union with such a Treaty.	unambiguous_male
President	Only the Belgian President, Mr Verhofstadt, was a notable exception.	unambiguous_male
Great	Mr Blair returned to Great Britain as a conquering hero because he had not surrendered this, had not surrendered that and had fought for Britain's interests.	unambiguous_male
colleague	I should like to begin by congratulating our colleague, the general rapporteur Jutta Haug, on the way in which he has done his job, which has contributed immensely to the constructive atmosphere in which our work has been carried out in committee and in Parliament in general.	unambiguous_male
President	Mr President, I must first congratulate the general rapporteur, Mr Haug, on the excellent work that he has done.	unambiguous_male
President	Mr President, may I begin by thanking the rapporteur, Mr Skinner, for the excellent work he has done in drafting this report.	unambiguous_male
President	Mr President, I should like to thank Mr Oostlander for his sterling contribution as delegate.	unambiguous_male
colleague	The twin-track strategy proposed by our colleague, Mr Oostlander, offers a way out, for which I thank him.	unambiguous_male
President	Mr President-in-Office of the Council, we in Parliament have tried in vain to urge Mr Nielson, the Commissioner responsible for humanitarian matters, to visit Chechnya, not just for the sake of an official visit but to carry out a serious survey of the humanitarian situation.	unambiguous_male
NOTHING	We have not succeeded in convincing him.	unambiguous_male
Commissioner	We must contact the Commissioner, Mr Nielson, urging him to go to Chechnya in the near future.	unambiguous_male
President	I would ask the President-in-Office to at least answer our questions in writing if he cannot do so orally.	unambiguous_male
President	The President-in-Office must know if he met Mr Maskhadov or not.	unambiguous_male
issue	I am simply trying to present a procedural issue. Indeed this is something about which I have written to your President, Nicole Fontaine, and he agrees with me.	unambiguous_male
Member	The Member in question, that is yours truly, did attempt to approach the Commission, which informally provided him with information regarding a situation which could be described as a deadlock.	unambiguous_male
Commissioner	This time I will give the Commissioner a chance not to read out the previous answer but ask him for an undertaking and an agreement.	unambiguous_male
Minister	I thank the Minister for his reply.	unambiguous_male
Commissioner	I will take this opportunity to ask Commissioner Patten to investigate this possibility, along with his colleague Mr Lamy.	unambiguous_male
colleague	I believe the report by our colleague, Mr Maij-Weggen, who in fact knows the situation well, satisfactorily addresses these aspects and therefore deserves our full approval.	unambiguous_male
President	Mr President, the delegate, Mr Maij-Weggen, makes crystal-clear what the real political problems are in Indonesia.	unambiguous_male
delegate	Despite our having every possible sympathy for the delegate, Mr Theato, and for his sterling efforts, we do not approve the establishment of such authority because it is a staging post towards the federal Europe we oppose.	unambiguous_male
President	Mr President, even though the spokesperson has stated modestly that the report could have been better, I would still like to offer him my compliments.	unambiguous_male
Minister	I heard, and it is not an isolated incident, the United Kingdom Minister for Social Welfare say on television that if he could stop fraud he could save GBP 6 billion.	unambiguous_male
Commissioner	Indeed I would ask the Commissioner to consider whether he can accept my amendment on this crucial point.	unambiguous_male
artist	The one artist we were able to contact who would have benefited was not interested and said it would all be too complex to help him or his family.	unambiguous_male
deputy	The deputy is right, therefore, when he states that the compromise reached is the only compromise possible.	unambiguous_male
delegate	Like the delegate, I believe that there is a case for doing all these things and for looking at the substances he referred to when they are not in themselves toxic but show increases in the aggregated levels.	unambiguous_male
Commissioner	I trust the Commissioner will promise that he will exercise extra vigilance.	unambiguous_male
frenchman	As a Frenchman, I am only glad that I have no part in the dismantling of that reassuring and life-affirming network of 17 000 post offices and sub-post offices, knitted together over 550 000 km2 of our territory and embodying public service for our citizens, in both suburban and rural areas.	unambiguous_male
spokesperson	Firstly, please allow me to congratulate the spokesperson, Mr Ferber, because his work has been complicated and difficult and he has had to try to find a balance between dramatically differing proposals, positions and points of departure and arrival.	unambiguous_male
