ID	Europarl_ID	SET	SRC	REF-G	REF-N	COMMON	GENDER
165	ep-en-it-18666	Set-G	I would ask the President-in-Office to at least answer our questions in writing if she cannot do so orally.	Vorrei pregare la Presidente del Consiglio, se non è possibile rispondere oralmente alle nostre domande, almeno di rispondere per iscritto.	Vorrei pregare la persona in carica della Presidenza del Consiglio, se non è possibile rispondere oralmente alle nostre domande, almeno di rispondere per iscritto.	no	F
166	ep-en-it-18673	Set-G	The President-in-Office must know if she met Mrs Maskhadov or not.	La Presidente del Consiglio deve sapere se ha incontrato o meno la signora Maskhadov.	La persona in carica della Presidenza del Consiglio deve sapere se ha incontrato o meno Maskhadov.	no	F
167	ep-en-it-18682	Set-G	I am simply trying to present a procedural issue. Indeed this is something about which I have written to your President, Nicole Fontaine, and she agrees with me.	Sto semplicemente cercando di spiegare un problema di funzionamento comune, sul quale ho peraltro già scritto alla Presidente, Nicole Fontaine, la quale è d'accordo con me.	Sto semplicemente cercando di spiegare un problema di funzionamento comune, sul quale ho peraltro già scritto alla persona a capo della Presidenza, Nicole Fontaine, che è d'accordo con me.	no	F
168	ep-en-it-18689	Set-G	The Member in question, that is yours truly, did attempt to approach the Commission, which informally provided her with information regarding a situation which could be described as a deadlock.	La parlamentare in oggetto, cioè il sottoscritta, ha tentato di rivolgersi alla Commissione, dalla quale in maniera informale ha avuto informazioni su uno stato che potremmo definire di stallo della vicenda.	In qualità di parlamentare, ho tentato di rivolgermi alla Commissione, dalla quale in maniera informale ho avuto informazioni su uno stato che potremmo definire di stallo della vicenda.	no	F
169	ep-en-it-18724	Set-G	This time I will give the Commissioner a chance not to read out the previous answer but ask her for an undertaking and an agreement.	Questa volta darò alla Commissaria l'opportunità di non rileggere la risposta precedente ma le chiedo un impegno e un accordo.	Questa volta darò al membro della Commissione l'opportunità di non rileggere la risposta precedente ma chiedo a questa persona un impegno e un accordo.	no	F
170	ep-en-it-18796	Set-G	I thank the Minister for her reply.	Ringrazio la ministra per la sua risposta.	Ringrazio la persona a capo del Ministero per la sua risposta.	no	F
171	ep-en-it-18952	Set-G	I will take this opportunity to ask Commissioner Patten to investigate this possibility, along with her colleague Mrs Lamy.	Colgo l'occasione per chiedere alla Commissaria Patten di discutere la questione con la sua collega Lamy.	Colgo l'occasione per chiedere a Patten, membro della Commissione, di discutere la questione con Lamy.	no	F
172	ep-en-it-18955	Set-G	I believe the report by our colleague, Mrs Maij-Weggen, who in fact knows the situation well, satisfactorily addresses these aspects and therefore deserves our full approval.	Ritengo che la relazione della collega Maij-Weggen, che peraltro conosce bene la situazione, dia soddisfacenti indicazioni in tale direzione e che per questo meriti la nostra più totale approvazione.	Ritengo che la relazione di Maij-Weggen, che lavora nel mio team e che peraltro conosce bene la situazione, dia soddisfacenti indicazioni in tale direzione e che per questo meriti la nostra più totale approvazione.	no	F
173	ep-en-it-19008	Set-G	Madam President, the delegate, Mrs Maij-Weggen, makes crystal-clear what the real political problems are in Indonesia.	Signora Presidente, la delegata, onorevole Maij-Weggen, ha indicato con precisione dove si collocano i problemi politici in Indonesia.	Gentile Presidente, l'onorevole Maij-Weggen, membro della delegazione, ha indicato con precisione dove si collocano i problemi politici in Indonesia.	no	F
174	ep-en-it-19086	Set-G	Despite our having every possible sympathy for the delegate, Mrs Theato, and for her sterling efforts, we do not approve the establishment of such authority because it is a staging post towards the federal Europe we oppose.	Nonostante tutta la simpatia per la delegata, onorevole Theato, e per i suoi contributi in altri casi molto validi, non approviamo l'istituzione di una tale autorità, poiché tale figura si situa nel quadro di quell'Europa federale alla quale ci opponiamo.	Nonostante tutta la simpatia per la persona a cui è stato conferita questa delega, onorevole Theato, e per i suoi contributi in altri casi molto validi, non approviamo l'istituzione di una tale autorità, poiché tale figura si situa nel quadro di quell'Europa federale alla quale ci opponiamo.	yes	F
175	ep-en-it-19161	Set-G	Madam President, even though the spokesperson has stated modestly that the report could have been better, I would still like to offer her my compliments.	Signora Presidente, sebbene la portavoce affermi con modestia che la relazione avrebbe potuto essere migliore, vorrei complimentarmi con lei.	Presidente, sebbene chi riferisce affermi con modestia che la relazione avrebbe potuto essere migliore, vorrei complimentarmi con tale persona.	yes	F
176	ep-en-it-19186	Set-G	I heard, and it is not an isolated incident, the United Kingdom Minister for Social Welfare say on television that if she could stop fraud she could save GBP 6 billion.	Ho sentito dire, e non si tratta di un caso isolato che la Ministra britannica per l'assistenza sociale ha affermato in televisione che, mettendo fine alle frodi, potrebbe far risparmiare al paese 6 miliardi di sterline.	Ho sentito dire, e non si tratta di un caso isolato che la persona a capo del ministero britannico per l'assistenza sociale ha affermato in televisione che, mettendo fine alle frodi, potrebbe far risparmiare al paese 6 miliardi di sterline.	no	F
177	ep-en-it-19273	Set-G	Indeed I would ask the Commissioner to consider whether she can accept my amendment on this crucial point.	Mi permetto di chiedere alla Commissaria di prendere in considerazione l'approvazione del mio emendamento su questo punto cruciale.	Mi permetto di chiedere al membro della Commissione di prendere in considerazione l'approvazione del mio emendamento su questo punto cruciale.	no	F
178	ep-en-it-19402	Set-G	The one artist we were able to contact who would have benefited was not interested and said it would all be too complex to help her or her family.	L'unica artista che siamo stati in grado di rintracciare e che avrebbe tratto beneficio dalla proposta ha detto che non era interessata dal momento che la procedura sarebbe stata troppo complessa per aiutare lei o la sua famiglia.	L'artista che abbiamo potuto rintracciare e che avrebbe tratto beneficio dalla proposta ha negato ogni interesse in merito, dal momento che la procedura sarebbe stata troppo complessa per trarne beneficio per sé o per la sua famiglia.	no	F
179	ep-en-it-1956	Set-G	Like the delegate, I believe that there is a case for doing all these things and for looking at the substances she referred to when they are not in themselves toxic but show increases in the aggregated levels.	Convengo con la delegata sulla necessità di adottare tutti questi provvedimenti e di esaminare le sostanze da lei menzionate quando non sono direttamente tossiche, ma presentano aumenti nei livelli aggregati.	Convengo con la persona delegata sulla necessità di adottare tutti questi provvedimenti e di esaminare le sostanze che ha menzionato quando non sono direttamente tossiche, ma presentano aumenti nei livelli aggregati.	no	F
180	ep-en-it-19562	Set-G	The deputy is right, therefore, when she states that the compromise reached is the only compromise possible.	Ha ragione la deputata, allora, quando afferma che il compromesso raggiunto è l'unico possibile.	Ha ragione l'onorevole, allora, quando afferma che il compromesso raggiunto è l'unico possibile.	no	F
181	ep-en-it-19571	Set-G	I trust the Commissioner will promise that she will exercise extra vigilance.	Spero che la Commissaria ora prometta di vigilare attentamente a tale riguardo.	Spero che l'esponente della Commissione ora prometta di vigilare attentamente a tale riguardo.	no	F
182	ep-en-it-19594	Set-G	As a Frenchwoman, I am only glad that I have no part in the dismantling of that reassuring and life-affirming network of 17 000 post offices and sub-post offices, knitted together over 550 000 km2 of our territory and embodying public service for our citizens, in both suburban and rural areas.	Come francese sono molto contenta di non assistere allo smantellamento di questa rete rassicurante e vivificante di 17.000 uffici ed operatori postali, distribuita capillarmente su un territorio di 550.1000 km2 e che porta la presenza del servizio pubblico presso i cittadini, nelle zone suburbane come in quelle rurali.	Come francese sono molto felice di non assistere allo smantellamento di questa rete rassicurante e vivificante di 17.000 uffici ed operatori postali, distribuita capillarmente su un territorio di 550.1000 km2 e che porta la presenza del servizio pubblico presso la popolazione, nelle zone suburbane come in quelle rurali.	no	F
183	ep-en-it-19637	Set-G	Firstly, please allow me to congratulate the spokesperson, Mrs Ferber, because her work has been complicated and difficult and she has had to try to find a balance between dramatically differing proposals, positions and points of departure and arrival.	Innanzitutto desidero congratularmi con la portavoce, onorevole Ferber, perché ha davvero svolto un lavoro complicato e difficile, nell'ambito del quale ha cercato di trovare un equilibrio tra proposte, posizioni, punti di partenza e di arrivo completamente diversi.	Innanzitutto desidero congratularmi con chi ha fatto da portavoce, onorevole Ferber, perché ha davvero svolto un lavoro complicato e difficile, nell'ambito del quale ha cercato di trovare un equilibrio tra proposte, posizioni, punti di partenza e di arrivo completamente diversi.	no	F
184	ep-en-it-19736	Set-G	Firstly, the chief executive of the UK post office, Mrs John Roberts, has talked about competition leading to improvements in quality and efficiency and lower prices.	In primo luogo, la direttrice delle poste del Regno Unito, signora John Roberts, ha affermato che la concorrenza determina un miglioramento della qualità e dell'efficienza ed una diminuzione dei prezzi.	In primo luogo, la direzione delle poste del Regno Unito, nella persona di John Roberts, ha affermato che la concorrenza determina un miglioramento della qualità e dell'efficienza ed una diminuzione dei prezzi.	no	F
185	ep-en-it-19737	Set-G	Secondly, the President of La Poste, Mrs Claude Bourmaud, recently explained how the coming decade will herald the most profound transformation ever for postal services around the world.	In secondo luogo, la presidente delle poste francesi, signora Claude Bourmaud, ha recentemente spiegato che il prossimo decennio sarà foriero della più profonda trasformazione mai verificatasi per i servizi postali in tutto il mondo.	In secondo luogo, la presidenza delle poste francesi, nella persona di Claude Bourmaud, ha recentemente spiegato che il prossimo decennio sarà foriero della più profonda trasformazione mai verificatasi per i servizi postali in tutto il mondo.	no	F
186	ep-en-it-19813	Set-G	Mrs President, let me begin by thanking the delegate for her work.	Signora Presidente, innanzitutto vorrei ringraziare la delegata per il lavoro svolto.	Presidente, innanzitutto vorrei ringraziare la persona delegata per il lavoro svolto.	no	F
187	ep-en-it-19840	Set-G	I conclude by congratulating the deputy, Mrs Dary, on the excellent job she has done.	Concludo congratulandomi con la deputata, l'onorevole Dary, per l'eccellente lavoro svolto.	Concludo congratulandomi con l'onorevole Dary, per l'eccellente lavoro svolto.	no	F
188	ep-en-it-19853	Set-G	I would also like to thank the Chairman of the Committee on Agriculture and Rural Development, Mrs Graefe zu Baringdorf, for her desire to reach a compromise solution with the Commission.	Desidero esprimere il mio ringraziamento anche alla presidente della commissione per l'agricoltura, onorevole Graefe zu Baringdorf, per il suo impegno nel cercare una soluzione di compromesso con la Commissione.	Desidero esprimere il mio ringraziamento anche alla Presidenza della commissione per l'agricoltura, nella persona dell'onorevole Graefe zu Baringdorf, per il suo impegno nel cercare una soluzione di compromesso con la Commissione.	no	F
189	ep-en-it-2013	Set-G	Turning to the first proposal on undesirable substances, I wish to thank the rapporteur, Ms Paulsen, and the draftsman, Ms Auroi, for their very comprehensive report.	Per quanto riguarda la prima proposta concernente le sostanze indesiderabili, vorrei ringraziare la relatrice, onorevole Paulsen, e la relatrice per parere, onorevole Auroi, per la loro esauriente relazione.	Per quanto riguarda la prima proposta concernente le sostanze indesiderabili, vorrei ringraziare chi ha presentato la relazione, onorevole Paulsen, e chi l'ha compilata, onorevole Auroi, per la loro esauriente relazione.	yes	F
190	ep-en-it-20153	Set-G	The President and her administration have devoted enormous efforts to the pursuit of lasting peace in the Middle East.	La Presidente e la sua amministrazione hanno dedicato enormi sforzi alla ricerca di una soluzione pacifica e duratura in Medio Oriente.	La Presidenza e la sua amministrazione hanno dedicato enormi sforzi alla ricerca di una soluzione pacifica e duratura in Medio Oriente.	no	F
191	ep-en-it-20163	Set-G	Madam President, I would like to thank the Commissioner for coming here today to give us her statement for the meeting which is going to take place next Monday.	Signora Presidente, vorrei ringraziare la Commissaria per essere qui oggi a rendere una dichiarazione sulla riunione che si terrà lunedì.	Presidente, vorrei ringraziare l'esponente della Commissione per essere qui oggi a rendere una dichiarazione sulla riunione che si terrà lunedì.	no	F
192	ep-en-it-2018	Set-G	Ms Paulsen's report endorses these main principles of the Commission proposal.	La relazione della onorevole Paulsen approva i principi essenziali della proposta della Commissione.	La relazione dell'onorevole Paulsen approva i principi essenziali della proposta della Commissione.	yes	F
193	ep-en-it-20180	Set-G	I know that our Ambassador in Washington, Gunter Burghardt, has already spoken about this, and I should be delighted if her interesting proposals were actually incorporated into the communication.	Sono al corrente del fatto che la nostra ambasciatrice a Washington, Gunter Burghardt, ha già affrontato tale punto e apprezzerei se le sue interessanti proposte trovassero davvero spazio nella comunicazione.	Sono al corrente del fatto che Gunter Burghardt, a capo della nostra ambasciata di Washington, ha già affrontato tale punto e apprezzerei se le sue interessanti proposte trovassero davvero spazio nella comunicazione.	no	F
194	ep-en-it-20182	Set-G	I also wish our Commissioner, Pascal Lamy, every success in her efforts to bring about the settlement of our trade disputes with the United States.	Auguro anche alla Commissaria Pascal Lamy di riuscire nei suoi tentativi di risolver i problemi nell'ambito dei negoziati commerciali con gli Stati Uniti.	Auguro anche all'esponente della Commissione Pascal Lamy di riuscire nei suoi tentativi di risolvere i problemi nell'ambito dei negoziati commerciali con gli Stati Uniti.	no	F
195	ep-en-it-20220	Set-G	I know that my colleague Commissioner Lamy will want to pursue her thoughts and the Commission's latest thoughts on how to revive the WTO round with the United States and also with this Parliament.	So che la mia collega, la Commissaria Lamy, intende dare seguito alle proprie riflessioni ed alle considerazioni più recenti della Commissione sulle possibilità di riprendere il ciclo di negoziati in sede OMC con gli Stati Uniti ed anche con il Parlamento europeo.	So che l'esponente della Commissione Lamy, di cui sono collega, intende dare seguito alle proprie riflessioni ed alle considerazioni più recenti della Commissione sulle possibilità di riprendere il ciclo di negoziati in sede OMC con gli Stati Uniti ed anche con il Parlamento europeo.	no	F
196	ep-en-it-20545	Set-G	I would especially like to thank the rapporteur, Mrs García-Margallo y Marfil, for her contribution and for the positive ideas which were put forward in her report.	Ringrazio in particolare la relatrice, onorevole García-Margallo y Marfil per il suo apporto e per le idee positive che la sua relazione ha portato avanti.	Ringrazio in particolare chi ha presentato la relazione, onorevole García-Margallo y Marfil per il suo apporto e per le idee positive che la sua relazione ha portato avanti.	no	F
197	ep-en-it-20568	Set-G	As referred to by the rapporteur in her report, little progress has been made so far on the activities to replace the present VAT transitional regulation by a final regulation based on tax in the country of origin.	Come ricordato dalla relatrice nel suo documento, a tutt'oggi sono stati registrati scarsi progressi a livello dei lavori volti a sostituire l'odierna regolamentazione transitoria in materia di IVA con una regolamentazione definitiva basata sulla tassazione nel paese d'origine.	Come ricordato da chi ha presentato la relazione nel suo documento, a tutt'oggi sono stati registrati scarsi progressi a livello dei lavori volti a sostituire l'odierna regolamentazione transitoria in materia di IVA con una regolamentazione definitiva basata sulla tassazione nel paese d'origine.	no	F
198	ep-en-it-20626	Set-G	I thank the Commissioner for her continuing commitment in the field of maritime safety.	Ringrazio la signora Commissario per il suo costante impegno nel campo della sicurezza marittima.	Ringrazio l'esponente della Commissione per il suo costante impegno nel campo della sicurezza marittima.	yes	F
199	ep-en-it-20675	Set-G	Madam President, I want to thank the Commissioner for her reply and say that I appreciate that at least a full explanation will be required.	Signora Presidente, ringrazio la Commissaria per la sua risposta e vorrei dire che apprezzo il fatto che verrà richiesta almeno una spiegazione esauriente.	Presidente, ringrazio l'esponente della Commissione per la sua risposta e vorrei dire che apprezzo il fatto che verrà richiesta almeno una spiegazione esauriente.	no	F
200	ep-en-it-20704	Set-G	I would like to thank the Commissioner for her response and for her very positive leadership in this crucial area, and I must say that her response has also been reassuring from an economic perspective.	Vorrei ringraziare la Commissaria per la risposta e per il suo risoluto atteggiamento in questa cruciale questione; e devo dire che la risposta è rassicurante anche dal punto di vista economico.	Vorrei ringraziare l'esponente della Commissione per la risposta e per il suo risoluto atteggiamento in questa cruciale questione; e devo dire che la risposta è rassicurante anche dal punto di vista economico.	no	F
201	ep-en-it-20733	Set-G	I welcome what the Commissioner said about raising this matter within the Palestinian context, but I want to take her back to the last part of her original answer.	Accolgo con favore l'impegno della Commissaria a sollevare la questione nel contesto palestinese, ma vorrei riprendere l'ultima parte della sua risposta originaria.	Accolgo con favore l'impegno dell'esponente della Commissione a sollevare la questione nel contesto palestinese, ma vorrei riprendere l'ultima parte della sua risposta originaria.	no	F
202	ep-en-it-20834	Set-G	Madam President, may I thank the Commissioner for her answer.	Signora Presidente, vorrei ringraziare la Commissaria per la sua risposta.	Presidente, vorrei ringraziare l'esponente della Commissione per la sua risposta.	no	F
203	ep-en-it-2087	Set-G	Mrs Graefe zu Baringdorf, the representative who was ultimately entrusted with responsibility for this report, said that we have long been pressing for this open declaration and that we have redoubled our exhortations on the marketing of compound feed since the BSE episode.	L'onorevole Graefe zu Baringdorf, in qualità di rappresentante incaricata del rapporto, ha fatto notare che stiamo sollecitando da molto tempo tale dichiarazione aperta e che, in seguito al fenomeno dell'ESB, abbiamo inoltrato insistenti richieste in materia di commercializzazione di mangimi composti.	L'onorevole Graefe zu Baringdorf, in qualità di rappresentante che ha ricevuto l'incarico del rapporto, ha fatto notare che stiamo sollecitando da molto tempo tale dichiarazione aperta e che, in seguito al fenomeno dell'ESB, abbiamo inoltrato insistenti richieste in materia di commercializzazione di mangimi composti.	no	F
204	ep-en-it-20954	Set-G	I should like to point out that the European ombudsman has specifically told me that she will respond to my accusations by the end of this month.	Si tenga presente che, nella sua replica, la Mediatrice europea ha detto specificamente che risponderà alle denunce da lei ricevute entro questo mese.	Si tenga presente che, nella sua replica, chi svolge la funzione di mediazione in Europa ha detto specificamente che risponderà alle denunce ricevute entro questo mese.	no	F
205	ep-en-it-20968	Set-G	I would like to thank the Commissioner for her reply.	La ringrazio per la risposta, signora Commissaria.	All'esponente della Commissione va il mio ringraziamento per la risposta.	no	F
206	ep-en-it-21090	Set-G	The representative, Mrs Gill, has succeeded in bringing together the different opinions in a balanced manner, with an important contribution from Mrs Fraisse and the Committee on Culture, Youth, Education, the Media and Sport.	La rappresentante, onorevole Gill, è riuscita a conciliare opinioni diverse in modo equilibrato, con un importante contributo da parte della onorevole Fraisse e della commissione per la cultura.	Chi rappresenta questa posizione, onorevole Gill, ha saputo conciliare opinioni diverse in modo equilibrato, con un importante contributo da parte dell'onorevole Fraisse e della commissione per la cultura.	yes	F
207	ep-en-it-21124	Set-G	I now give the floor to the delegate, Mrs De Roo.	Do la parola alla delegata, onorevole De Roo.	Do la parola alla persona delegata, onorevole De Roo.	no	F
208	ep-en-it-21185	Set-G	I therefore agree with the rapporteur, Mrs De Roo, when she proposes that we should waste no more time and transform this directive on the assessment and management of noise into a binding framework directive.	Concordo pertanto con la relatrice, onorevole de Roo, quando propone di non perdere altro tempo e di trasformare questa direttiva sulla valutazione e la gestione del rumore in una direttiva quadro vincolante.	Concordo pertanto con chi ha presentato la relazione, onorevole de Roo, quando propone di non perdere altro tempo e di trasformare questa direttiva sulla valutazione e la gestione del rumore in una direttiva quadro vincolante.	no	F
209	ep-en-it-21189	Set-G	In any case, I congratulate the rapporteur on the work she has done.	In ogni caso, mi congratulo con la relatrice per il lavoro svolto.	In ogni caso, mi congratulo con chi ha presentato la relazione per il lavoro svolto.	no	F
210	ep-en-it-21192	Set-G	Credit should go to the rapporteur, in the first instance, and the support she has received in committee.	Questo è in primo luogo merito della relatrice e dell'appoggio che lei ha conseguito in seno alla commissione.	Questo è in primo luogo merito di chi ha presentato la relazione e dell'appoggio che ha conseguito in seno alla commissione.	no	F
211	ep-en-it-21251	Set-G	I would like to thank our spokesperson, Mrs de Roo, for her work.	Desidero ringraziare la nostra portavoce, onorevole De Roo, per il lavoro svolto.	Desidero ringraziare chi ci ha fatto da portavoce, onorevole De Roo, per il lavoro svolto.	no	F
212	ep-en-it-21310	Set-G	But I could have bet that it would be in reply to a debate initiated by Mrs Lannoye because she is an indefatigable champion of human rights in matters great and small.	Avrei però potuto scommettere sul fatto che il mio intervento sarebbe stato in risposta ad una discussione avviata dalla onorevole Lannoye poiché lei è un infaticabile difenditrice dei diritti umani per ogni sorta di questioni, piccole o grandi che siano.	Avrei però potuto scommettere sul fatto che il mio intervento sarebbe stato in risposta ad una discussione avviata dall'onorevole Lannoye poiché difende con tenacia i diritti umani per ogni sorta di questioni, piccole o grandi che siano.	no	F
213	ep-en-it-2132	Set-G	Madam President, I would firstly like to thank the deputy for her efforts and praise the important work of the institutions in their approach to animal health which also, of course, facilitates the protection of human health.	Signora Presidente, in primo luogo vorrei ringraziare la deputata per l'impegno dimostrato, nonché sottolineare l'importante ruolo delle Istituzioni nella tutela della salute degli animali, attraverso la quale proteggiamo indubbiamente anche la salute umana.	Presidente, in primo luogo vorrei ringraziare l'onorevole per l'impegno dimostrato, nonché sottolineare l'importante ruolo delle Istituzioni nella tutela della salute degli animali, attraverso la quale proteggiamo indubbiamente anche la salute umana.	no	F
214	ep-en-it-21391	Set-G	I am going to explain to you the factors which Mrs Lienemann would have liked to have presented to you herself if she had not been detained by other work.	Esporrò gli elementi che la onorevole Lienemann avrebbe voluto presentare se non fosse stata trattenuta da altri impegni.	Esporrò gli elementi che l'onorevole Lienemann avrebbe voluto presentare se altri impegni non lo avessero impedito.	yes	F
215	ep-en-it-21399	Set-G	That is why, in agreement with the other institutions, Mrs Lienemann, our spokesperson, has proposed slightly increasing the budget to EUR 14 million in order to promote cooperation in this area between 2001 and 2004.	Per questo motivo la onorevole Lienemann, la nostra portavoce, ha proposto un lieve aumento della dotazione di bilancio a 14 milioni di euro, di concerto con le altre Istituzioni, allo scopo di promuovere la cooperazione in questo settore tra il 2001 ed il 2004.	Per questo motivo l'onorevole Lienemann, che espone la nostra opinione, ha proposto un lieve aumento della dotazione di bilancio a 14 milioni di euro, di concerto con le altre Istituzioni, allo scopo di promuovere la cooperazione in questo settore tra il 2001 ed il 2004.	yes	F
216	ep-en-it-2140	Set-G	The tighter measures which the rapporteur announced in her report and which encompass, for example, an exhaustive list of products, for which she calls on the Commission for help, is an interesting proposal and will only reinforce this policy.	Le regole più severe richieste dalla relatrice nel suo documento, tra l'altro per pervenire alla compilazione di un elenco esaustivo di prodotti, come la stessa relatrice chiede alla Commissione di fare, rappresentano una proposta interessante che porterà ad un rafforzamento di questa politica.	Le regole più severe richieste da chi ha presentato la relazione nel suo documento, tra l'altro per pervenire alla compilazione di un elenco esaustivo di prodotti, come la stessa persona chiede alla Commissione di fare, rappresentano una proposta interessante che porterà ad un rafforzamento di questa politica.	no	F
217	ep-en-it-2172	Set-G	This is demonstrated by the fact that we are currently producing a very significant own-initiative report, the rapporteur for which is our vice-chairperson, Mrs Miguélez, on the causes of accidents involving fishing vessels in the European Union.	Ne è prova il fatto che in questi giorni stiamo elaborando un'importante relazione d'iniziativa sulle cause degli incidenti dei pescherecci nell'Unione europea, la cui relatrice sarà la nostra vicepresidente, la onorevole Miguélez.	Ne è prova il fatto che in questi giorni stiamo elaborando un'importante relazione d'iniziativa sulle cause degli incidenti dei pescherecci nell'Unione europea, che sarà esposta dall'onorevole Miguélez, vicepresidente.	yes	F
218	ep-en-it-21959	Set-G	I would not like the precautionary principle to lead to a repetition of what happened to a friend of mine when she went out with her family and found herself the middle of a scandal.	Non vorrei succedesse, col principio di precauzione, quello che è successo a un mio amico, che è uscito di casa con la famiglia e si è ritrovato al centro di uno scandalo.	Non vorrei succedesse, col principio di precauzione, quello che è successo a una persona nella mia cerchia di amicizie, che è uscita di casa con la famiglia e si è ritrovata al centro di uno scandalo.	no	F
219	ep-en-it-22076	Set-G	Madam President, I wish to begin by congratulating my colleague, Mrs Langen, on her excellent report which, as she says, was carried through the Committee on Industry, External Trade, Research and Energy, unanimously.	Signora Presidente, voglio esordire congratulandomi con la onorevole Langen per l'eccellente relazione che, secondo le sue parole, ha goduto del sostegno unanime della commissione per l'industria, il commercio estero, la ricerca e l'energia.	Presidente, voglio esordire congratulandomi con l'onorevole Langen per l'eccellente relazione che, secondo le sue parole, ha goduto del sostegno unanime della commissione per l'industria, il commercio estero, la ricerca e l'energia.	no	F
220	ep-en-it-22080	Set-G	I am aware that the Commissioner is here, and I hope she takes note of all the points made.	Sono consapevole della presenza della Commissaria in Aula e spero che lei vorrà prendere nota delle osservazioni espresse.	Sono consapevole della presenza dell'esponente della Commissione in Aula e spero che vorrà prendere nota delle osservazioni espresse.	no	F
221	ep-en-it-22082	Set-G	It seems to me that the Commissioner must show the industry that she is doing all she can in this context to deal with this external threat to our industry.	Ritengo che la Commissaria debba mostrare al settore in questione che lei sta facendo quanto è in suo potere in tale ambito per affrontare questa minaccia alla nostra industria navale.	Ritengo che l'esponente della Commissione debba mostrare al settore in questione che sta facendo quanto è in suo potere in tale ambito per affrontare questa minaccia alla nostra industria navale.	no	F
222	ep-en-it-22173	Set-G	Madam President, I simply wished to inform the House that this very morning the Popular Party Councillor, Mrs Francisco Cano, was murdered in the town of Villadecavalls, in the province of Barcelona.	Signora Presidente, volevo semplicemente informare l'Assemblea che questa mattina stessa è stata assassinata Francisco Cano, assessora del Partito popolare presso il comune di Villadecavalls, nella provincia di Barcellona.	Presidente, volevo semplicemente informare l'Assemblea che questa mattina stessa è avvenuto l'assassinio di Francisco Cano, della giunta del Partito popolare presso il comune di Villadecavalls, nella provincia di Barcellona.	no	F
223	ep-en-it-22257	Set-G	I am full of confidence concerning what the Commissioner has said so far and look forward to her winding-up remarks.	Accolgo con fiducia le osservazioni appena fatte dalla Commissaria, e attendo con ansia la replica che pronuncerà in chiusura.	Accolgo con fiducia le osservazioni appena fatte dall'esponente della Commissione e attendo con ansia la replica che pronuncerà in chiusura.	no	F
224	ep-en-it-22288	Set-G	Chief Minister Peter Caruana has wisely asked us to report directly to her.	La Presidente del Consiglio dei ministri di Gibilterra, Peter Caruana, ci ha saggiamente chiesto di riferire direttamente a lei.	Peter Caruana, Presidente del Consiglio dei ministri di Gibilterra, ci ha saggiamente chiesto di riferire direttamente alla sua persona.	no	F
225	ep-en-it-22344	Set-G	We should consider the speech made by Mrs Sadako Ogata, the UN High Commissioner for Refugees, as a challenge; basically what she said was that the long life of the UNHCR reflected the international community's inability to prevent prejudice, persecution, poverty and all the other reasons which result in conflict.	Dobbiamo considerare l'intervento dell'Alta Commissaria delle Nazioni Unite per i rifugiati, signora Sadako Ogata, che in realtà ci ricorda come questa longevità rifletta l'incapacità della comunità internazionale d'impedire i pregiudizi, le persecuzioni, la povertà e tutte le altre cause all'origine dei conflitti.	Dobbiamo considerare l'intervento dell'Alto Commissariato delle Nazioni Unite per i rifugiati, nella persona di Sadako Ogata, che in realtà ci ricorda come questa longevità rifletta l'incapacità della comunità internazionale d'impedire i pregiudizi, le persecuzioni, la povertà e tutte le altre cause all'origine dei conflitti.	no	F
226	ep-en-it-22373	Set-G	The UN system should be very pleased to have attracted as outstanding a candidate as Mrs Lubbers and I am sure she will do very distinguished service for the UNHCR and for the whole UN system.	L'ONU dev'essere fiera di annoverare nelle sue fila una candidata come la signora Lubbers; sono certo che lei si distinguerà al servizio dell'ACNUR e di tutte le Nazioni Unite.	L'ONU dev'essere fiera di annoverare nelle sue fila una candidatura come quella di Lubbers; è mia convinzione che sicuramente si distinguerà al servizio dell'ACNUR e di tutte le Nazioni Unite.	no	F
227	ep-en-it-22437	Set-G	And, on one occasion, General Pinochet decided to come to Europe and, as soon as she set foot here, the European police forces set out to ensure that General Pinochet took responsibility for her actions.	In un'occasione la generale Pinochet si è recata in visita in Europa e, non appena entrata in territorio europeo, le forze di polizia europee si sono impegnate affinché la generale Pinochet rispondesse dei suoi atti.	In un'occasione Pinochet ha visitato l'Europa e, non appena messo piede nel territorio europeo, le forze di polizia europee si sono impegnate affinché Pinochet rispondesse dei suoi atti.	no	F
228	ep-en-it-22438	Set-G	The Chilean Government guaranteed that in Chile General Pinochet would have a fair trial and General Pinochet has indeed now lost her immunity and the justice system is initiating proceedings against her.	Il governo cileno ha poi garantito che la generale Pinochet sarebbe stata sottoposta ad un giusto processo nel suo paese. In effetti, la generale Pinochet è stata privata dell'immunità e il sistema giudiziario sta procedendo nei suoi confronti.	Il governo cileno ha poi garantito che avrebbe sottoposto il generale Pinochet ad un giusto processo nel suo paese. In effetti, il generale Pinochet ha subito la privazione dell'immunità e il sistema giudizioario sta procedendo nei suoi confronti.	no	F
