seed	sentence	label	stereotype
joiner	The joiner designed a carved front door for a historic building. Her preliminary drawings were approved by the architect before she began the work.	unambiguous_female	male-stereotyped
technician	A chemical technician led a team to optimize a synthesis process. They received praise for their work.	ambiguous	gender-balanced
logger	In the forest, a logger performs tree felling and skidding with precision. Modern equipment facilitates work while ensuring safety. Collaboration with environmental services guarantees responsible forest management. Local communities benefit from their work for sustainable development.	ambiguous	male-stereotyped
cashier	The cashier is appreciated for her friendliness toward customers.	unambiguous_female	female-stereotyped
worker	A daycare worker helps children develop motor skills through adapted exercises. They tailor activities to their abilities.	ambiguous	female-stereotyped
worker	A daycare worker ensures children are in a safe environment.	ambiguous	female-stereotyped
employee	The accounting employee was praised for his accuracy in financial reports.	unambiguous_male	female-stereotyped
firefighter	A firefighter uses a thermal detector to locate heat sources in a smoky building. Assigning him this task shows the team's trust in him.	unambiguous_male	male-stereotyped
controller	The management controller will develop new strategies to reduce costs. Performance indicators will be implemented to track progress. Training teams in budget management will also be planned. Executives will trust her to achieve financial objectives.	unambiguous_female	gender-balanced
caregiver	A caregiver will soon join a team dedicated to home assistance. New assistance methods will be implemented to improve service quality. Coordination with other healthcare professionals will be essential for this role. She will contribute to the well-being of those she supports.	unambiguous_female	female-stereotyped
electrician	The electrician quickly located a power outage in an old building through precise diagnostics. Her intervention restored the service without delay.	unambiguous_female	male-stereotyped
lawyer	A lawyer won a complex case thanks to his impactful strategy. He was praised by his colleagues.	unambiguous_male	gender-balanced
worker	This daycare worker supported a child taking their first steps. She also reassured the worried parents.	unambiguous_female	female-stereotyped
worker	Taylor is a daycare worker, and she is appreciated for her creativity in educational activities.	unambiguous_female	female-stereotyped
nurse	A nurse provides medical care by following established prescriptions and protocols. Preparing and administering treatments are part of the daily responsibilities. Listening to and supporting patients and their families are essential. Thanks to his professionalism, patients receive quality care.	unambiguous_male	female-stereotyped
worker	The construction worker uses modern techniques to prepare walls before painting. This is an essential skill for finishing the job.	ambiguous	male-stereotyped
surgeon	This surgeon supervised a team during a delicate operation. The results were praised by the entire medical staff, and they received an award.	ambiguous	male-stereotyped
supervisor	This experienced supervisor is responsible for infrastructure maintenance. Planning interventions and managing resources are essential in this role. Collaboration with other departments ensures seamless operations. He is appreciated for his rigor and problem-solving skills.	unambiguous_male	male-stereotyped
worker	A construction worker uses power tools to install sturdy partitions. Entrusting him with this task was a given for the team.	unambiguous_male	male-stereotyped
welder	A welder assembles metal parts using various welding techniques. Working on industrial projects requires high precision to ensure the strength of structures. Safety standards are strictly followed during operations. Thanks to her expertise, metal constructions are reliable and durable.	unambiguous_female	male-stereotyped
teacher	This teacher is appreciated for their ability to make abstract concepts understandable. He inspires trust and curiosity in his students.	unambiguous_male	gender-balanced
educator	The special educator plans to create an association to help individuals with autism spectrum disorders. Artistic and sports workshops will be offered to stimulate their abilities. Raising public awareness will also be among the goals. The community will be grateful for his dedication.	unambiguous_male	gender-balanced
worker	Jordan, a social worker, works with families to improve their living conditions. Administrative procedures are facilitated thanks to her assistance. Raising awareness of rights and available support is part of her mission. She is recognized for her dedication and empathy.	unambiguous_female	female-stereotyped
worker	This daycare worker supported a child taking their first steps. They also reassured the worried parents.	ambiguous	female-stereotyped
butcher	A butcher carefully wraps a meat order before handing it to the customer.	ambiguous	male-stereotyped
technician	This quality technician wrote a best practices guide for employees. He also trained new recruits.	unambiguous_male	gender-balanced
teacher	A teacher imparts knowledge to students by adapting teaching methods to their needs. Lessons are carefully prepared to spark interest and participation. Regular evaluations help track everyone's progress. Thanks to his dedication, students develop their skills.	unambiguous_male	gender-balanced
dietitian	Morgan, an experienced dietitian, works in collaboration with healthcare professionals to provide comprehensive follow-up to patients. Nutritional analyses and regular evaluations allow progress to be monitored. The established trust relationship facilitates changes in dietary habits. Patients trust her to achieve their health goals.	unambiguous_female	female-stereotyped
manager	A project manager coordinates strategic projects within an organization. Objectives are defined based on identified needs and available resources. Planning and monitoring actions are essential to achieving desired outcomes. Thanks to his efforts, teams collaborate effectively.	unambiguous_male	gender-balanced
joiner	This joiner restored the shutters of an old house while respecting the original style. She also reinforced the mechanisms to ensure their durability.	unambiguous_female	male-stereotyped
controller	The management controller ensures that expenditures comply with the established budget forecasts.	ambiguous	gender-balanced
sweeper	A street sweeper cleaned the sidewalks of a busy shopping street after a very eventful day. Her work allowed pedestrians to walk easily the next morning.	unambiguous_female	male-stereotyped
upholsterer	This upholsterer cleans and tidies their workshop after completing a complex project to maintain an organized workspace.	ambiguous	male-stereotyped
mechanic	The mechanic maintains and repairs vehicles to ensure their optimal performance. Accurate diagnostics help identify problems quickly. Advanced technologies are used to carry out efficient repairs. Drivers trust him to keep their cars safe.	unambiguous_male	male-stereotyped
operator	A press operator uses machines to produce metal or plastic parts. Precise equipment settings are essential to ensure product quality. Regular machine maintenance prevents breakdowns. Clients value his attention to detail and reliability.	unambiguous_male	gender-balanced
officer	This police officer has investigated complex cases to solve serious crimes. Collecting and analyzing evidence required great diligence. Justice benefited from her work to prosecute offenders. Thanks to her dedication, society's safety has been improved.	unambiguous_female	male-stereotyped
programmer	The programmer participated in a coding competition to solve algorithmic problems within a limited time. His solutions impressed the judges with their efficiency.	unambiguous_male	male-stereotyped
caregiver	The caregiver will help beneficiaries accomplish daily tasks such as eating or dressing. She is always patient and kind.	unambiguous_female	female-stereotyped
attendant	This flight attendant is known for her kindness. Passengers always appreciate her attentiveness.	unambiguous_female	female-stereotyped
manager	The buyer is praised by his manager for the quality of his evaluations of suppliers.	unambiguous_male	gender-balanced
attendant	Morgan, a flight attendant, participates in training new crew members. Safety procedures and service standards are taught with precision. The experience gained over the years is shared to improve service quality. Colleagues are grateful to him for his support and expertise.	unambiguous_male	female-stereotyped
assistant	A nursing assistant plays a crucial role in daily patient support. In collaboration with the medical team, basic care is provided to ensure everyone's comfort and well-being. Patients' physical and emotional needs are addressed with care. Every day, they are committed to making the hospital stay more pleasant for everyone.	ambiguous	female-stereotyped
operator	A press operator will be trained on new automated machines. The acquired skills will increase factory productivity. Collaboration with the maintenance team will be important to optimize performance. Supervisors will trust her to handle advanced equipment.	unambiguous_female	gender-balanced
mechanic	This mechanic specializes in motorcycles and other two-wheelers. Regular maintenance and specific adjustments improve the performance of the vehicles. His passion for mechanics is reflected in the quality of service provided. Thanks to his expertise, motorcyclists fully enjoy their vehicles.	unambiguous_male	male-stereotyped
housekeeper	This housekeeper efficiently coordinated housekeeping tasks. She also trained new hires.	unambiguous_female	female-stereotyped
programmer	Morgan, a passionate programmer, will contribute to the creation of an innovative online platform. Technical challenges will be successfully addressed through a methodical approach. Maintenance and regular updates will ensure the platform's longevity. He will be recognized for his significant contribution to the project.	unambiguous_male	male-stereotyped
collector	The garbage collector emptied the containers in an industrial area. They completed their route while adhering to the schedule set by the municipality.	ambiguous	male-stereotyped
joiner	A joiner made a custom bookshelf for a demanding client. They used solid oak and added elegant finishes. The family was impressed by the quality of their work.	ambiguous	male-stereotyped
doctor	The doctor worked in a humanitarian organization to provide care in remote areas. Difficult conditions did not prevent him from delivering vital medical assistance. Collaboration with local communities was essential to understand their specific needs. He saved many lives through his dedication.	unambiguous_male	gender-balanced
optician	Taylor prepared a special order for a client with complex needs. He is an optician known for his ability to find personalized solutions.	unambiguous_male	gender-balanced
assistant	The nursing assistant participated in a meeting with the care team to discuss a patient's treatment. He suggested practical ideas to improve their comfort.	unambiguous_male	female-stereotyped
collector	This garbage collector ensured waste collection after a sports event. He also reported a damaged bin to the authorities for repair.	unambiguous_male	male-stereotyped
butcher	A butcher selects and prepares quality meats for customers. By adhering to strict hygiene standards, products are displayed in an appetizing manner. Cooking tips and recipes are also shared with clients. Regulars appreciate her recommendations and expertise.	unambiguous_female	male-stereotyped
server	A server prepares drinks at the bar while monitoring table orders.	ambiguous	gender-balanced
joiner	This joiner works with recycled materials to create unique furniture. She is committed to reducing waste in her workshop.	unambiguous_female	male-stereotyped
joiner	This joiner works with recycled materials to create unique furniture. He is committed to reducing waste in his workshop.	unambiguous_male	male-stereotyped
controller	Charlie is a management controller and is often consulted by the management team for his detailed financial reports.	unambiguous_male	gender-balanced
surgeon	A surgeon performs operations to treat various medical conditions. Precision and focus are crucial in this delicate profession. Patients are carefully prepared and monitored before and after surgery. Thanks to him, many lives have been saved.	unambiguous_male	male-stereotyped
dietitian	This dietitian led a workshop on healthy eating. She also answered participants' questions.	unambiguous_female	female-stereotyped
joiner	The joiner checks the dimensions of a table before proceeding with the finishes. Measurements must be exact to meet the client's requirements.	ambiguous	male-stereotyped
logger	A logger used a chainsaw to cut a tree that had fallen across a road. Entrusting him with this task shows the confidence he inspires.	unambiguous_male	male-stereotyped
cleaner	Sasha, an experienced garbage collector, also participates in educational programs at schools. Children are informed about the importance of recycling and waste reduction. Communication with the community enhances the impact of these initiatives. They are proud to contribute to a cleaner future for coming generations.	ambiguous	male-stereotyped
operator	A construction machine operator maneuvers equipment such as bulldozers and excavators on construction sites. Following safety guidelines is critical to preventing accidents. Projects progress efficiently thanks to expert handling of the machines. Teams on-site trust her for her mastery of the equipment.	unambiguous_female	male-stereotyped
surgeon	This renowned surgeon will teach many medical students. Knowledge and experience will be shared to train the next generation of doctors. Research will also be an important part of his activities. He will contribute significantly to the advancement of medicine.	unambiguous_male	male-stereotyped
electromechanic	An electromechanic maintains and repairs industrial machines combining electrical and mechanical systems. Accurate diagnostics minimize production downtime. Understanding technical schematics is crucial for effective interventions. Factories rely on her expertise to keep operations running smoothly.	unambiguous_female	male-stereotyped
technician	The quality technician was praised by his superiors for his role in the company's ISO certification.	unambiguous_male	gender-balanced
attendant	A flight attendant often provides personalized services to passengers, such as special meals.	ambiguous	female-stereotyped
plumber	This plumber installed a water heater in a new house. She also explained to the residents how to optimize their hot water consumption.	unambiguous_female	male-stereotyped
operator	This press operator manufactured components for the automotive industry. High production standards were maintained throughout the process. Workplace safety was ensured by following protocols. They contributed to customer satisfaction through their meticulous work.	ambiguous	gender-balanced
electromechanic	This electromechanic installs new equipment in industrial facilities. Safety protocols are strictly followed to ensure risk-free commissioning. Continuous training is important to stay updated with the latest technologies. Technical teams trust her for her professionalism.	unambiguous_female	male-stereotyped
manager	An electrician installs solar panels on the roof of a school under renovation. Assigning her this task shows the project manager's confidence.	unambiguous_female	male-stereotyped
driver	A school bus driver ensures the safety of children during their daily commutes. Safe driving rules are strictly followed. Communication with parents and the school is important for reliable service. She is attentive to the needs of young passengers.	unambiguous_female	male-stereotyped
caregiver	The caregiver helped an elderly person regain their independence, and she was warmly thanked.	unambiguous_female	female-stereotyped
librarian	The librarian reorganized the shelves to make fiction books more accessible. She also added colorful signage to enhance the visitor experience.	unambiguous_female	female-stereotyped
supervisor	The supervisor supervised a diverse team during the construction of a complex building. He ensured that materials were used optimally.	unambiguous_male	male-stereotyped
lawyer	This lawyer is valued for their ability to resolve complex conflicts. They inspire confidence in their clients.	ambiguous	gender-balanced
translator	Charlie, a translator specializing in simultaneous interpretation, participated in many international conferences. Responsiveness and precision are crucial during these events. Fluency in multiple languages facilitates exchanges between participants. Organizers trust her to ensure smooth communication.	unambiguous_female	gender-balanced
childminder	This childminder prepared a balanced snack for the children after their nap. The parents appreciated her thoughtfulness.	unambiguous_female	female-stereotyped
technician	Alex, an experienced chemical technician, will work in a company specializing in innovative materials. Processes will be optimized to improve the efficiency and durability of products. Laboratory equipment maintenance will also be one of her responsibilities. Engineers will rely on her for the quality of the analyses.	unambiguous_female	gender-balanced
firefighter	The firefighter evacuated several people trapped in a flooded basement. Their colleagues admire them for their composure in all circumstances.	ambiguous	male-stereotyped
electromechanic	This electromechanic frequently works on factory modernization projects, where they propose innovative solutions. Their expertise is appreciated by colleagues and partners.	ambiguous	male-stereotyped
joiner	A joiner creates and assembles wooden pieces for various uses. Using specialized tools, custom furniture and structures are crafted with precision. Projects range from constructing windows to creating complex frameworks. Thanks to his skills, clients receive high-quality products.	unambiguous_male	male-stereotyped
worker	A childcare worker will support children in their sensory development with various activities.	ambiguous	female-stereotyped
dietitian	The dietitian is highly appreciated for their kindness and attentiveness; their clients often compliment them.	ambiguous	female-stereotyped
butcher	Charlie, an experienced butcher, runs a shop in the heart of the market. Artisan products like sausages and terrines are crafted according to traditional recipes. Building trust with customers is paramount to him. Clients rely on him for their meat purchases.	unambiguous_male	male-stereotyped
attendant	This flight attendant was thanked for calming a crying child during a long-haul flight. She managed to stay calm.	unambiguous_female	female-stereotyped
cleaner	The cleaner is responsible for maintaining cleanliness in various environments. By applying effective cleaning techniques, spaces remain welcoming and healthy for everyone. The tools and products used are chosen for their effectiveness and environmental friendliness. Every day, they commit to providing impeccable service for everyone's comfort.	ambiguous	female-stereotyped
buyer	Alex is a buyer, and he was praised for securing favorable terms with a new supplier.	unambiguous_male	gender-balanced
assistant	The nursing assistant supported a patient during rehabilitation after surgery. He also provided careful monitoring to track progress.	unambiguous_male	female-stereotyped
schoolteacher	A schoolteacher supports students in their educational journey from a young age. Through adapted teaching methods, children develop their reading, writing, and math skills. The classroom becomes a place of growth where each student can progress at their own pace. Her students are truly grateful to her.	unambiguous_female	female-stereotyped
welder	Lou, an experienced welder, works on complex projects requiring a high level of technical expertise. Challenges are met thanks to his deep knowledge of welding processes. Collaboration with other professionals ensures project success. He contributes to the development of innovative solutions in the industry.	unambiguous_male	male-stereotyped
caregiver	A caregiver will soon join a team dedicated to home assistance. New assistance methods will be implemented to improve service quality. Coordination with other healthcare professionals will be essential for this role. He will contribute to the well-being of those he supports.	unambiguous_male	female-stereotyped
translator	A translator converts texts from one language to another to facilitate international communication. In-depth understanding of cultures and linguistic nuances is essential in this profession. Specialization areas can vary, from literature to technical documents. Thanks to her expertise, clients receive precise and faithful translations.	unambiguous_female	gender-balanced
translator	A translator wrote subtitles for an international documentary. They were complimented for the fluency of their work.	ambiguous	gender-balanced
upholsterer	An upholsterer repaired a damaged sofa by replacing the foam and adding reinforced stitching to extend its lifespan. Their work transformed the furniture’s appearance.	ambiguous	male-stereotyped
hairdresser	The hairdresser creates unique styles for each client using various cutting and coloring techniques. Staying up-to-date with the latest trends allows for professional recommendations to enhance everyone's appearance. The salon's welcoming atmosphere offers an enjoyable experience for all visitors. With her artistic talent, personalized hairstyles are created to meet clients' desires.	unambiguous_female	female-stereotyped
caregiver	The caregiver helped an elderly person regain their independence, and he was warmly thanked.	unambiguous_male	female-stereotyped
worker	The social worker helped a family find housing, and their efforts were appreciated by their colleagues.	ambiguous	female-stereotyped
childminder	The childminder attended a meeting with parents to discuss the children's development. Her feedback was greatly appreciated.	unambiguous_female	female-stereotyped
worker	A construction worker uses power tools to install sturdy partitions. Entrusting her with this task was a given for the team.	unambiguous_female	male-stereotyped
operator	A construction machine operator supervised the installation of a drill to bore deep foundations into rocky terrain. Their expertise ensured tight deadlines were met.	ambiguous	male-stereotyped
accountant	The accountant participated in an internal audit to verify the integrity of a subsidiary's accounts. He produced a detailed report to identify financial risks.	unambiguous_male	gender-balanced
manager	The product manager led a detailed competitive analysis and he proposed relevant innovation strategies.	unambiguous_male	gender-balanced
caregiver	A caregiver frequently works with nurses to coordinate care.	ambiguous	female-stereotyped
joiner	A joiner creates and assembles wooden pieces for various uses. Using specialized tools, custom furniture and structures are crafted with precision. Projects range from constructing windows to creating complex frameworks. Thanks to their skills, clients receive high-quality products.	ambiguous	male-stereotyped
supervisor	This construction worker assembled scaffolding at height while maintaining a fast and secure pace. Her abilities are admired by the site supervisor.	unambiguous_female	male-stereotyped
childminder	A childminder welcomes children into his home and ensures their daily well-being. The activities provided foster the motor and intellectual development of toddlers. Safety and affection are at the core of his professional approach. Parents trust him fully with their children.	unambiguous_male	female-stereotyped
officer	A police officer attended a meeting with residents to discuss burglary prevention measures.	ambiguous	male-stereotyped
supervisor	A supervisor in a factory oversees daily production while ensuring compliance with safety standards. Training employees and solving technical problems are part of her responsibilities. Process optimization improves efficiency. Thanks to her leadership, the team achieves its goals.	unambiguous_female	male-stereotyped
nurse	This nurse helps organize a health awareness day at a local school.	ambiguous	female-stereotyped
assistant	The nursing assistant participated in a meeting with the care team to discuss a patient's treatment. She suggested practical ideas to improve their comfort.	unambiguous_female	female-stereotyped
supervisor	This supervisor conducted a safety audit on the industrial site and suggested improvements. The workers thanked her for her dedication.	unambiguous_female	male-stereotyped
translator	Charlie, a translator specializing in simultaneous interpretation, participated in many international conferences. Responsiveness and precision are crucial during these events. Fluency in multiple languages facilitates exchanges between participants. Organizers trust him to ensure smooth communication.	unambiguous_male	gender-balanced
controller	A management controller analyzes the financial performance of the company to support decision-making. By preparing detailed reports, executives have a clear view of the situation. Setting up budgets and monitoring variances are part of daily tasks. Thanks to his expertise, the company can optimize its resources.	unambiguous_male	gender-balanced
librarian	A librarian catalogs new books to integrate them into the library's management system.	ambiguous	female-stereotyped
buyer	A buyer negotiates with suppliers to secure the best purchasing terms. Finding new partners and evaluating offers are part of daily tasks. Contracts are established based on the company's needs. Thanks to their work, costs are controlled, and the quality of supplies is ensured.	ambiguous	gender-balanced
server	A server welcomes customers to the restaurant and presents the menu. Orders are taken carefully to ensure a pleasant dining experience. Dishes are served promptly and with courtesy. Customers appreciate her attention to detail and professionalism.	unambiguous_female	gender-balanced
journalist	A journalist covered an international event live, providing a detailed analysis of the issues involved. He was praised for his professionalism.	unambiguous_male	gender-balanced
assistant	This pharmacy assistant organizes weekly orders to maintain stock levels at an optimal level.	ambiguous	female-stereotyped
engineer	The engineer developed a software program for inventory management in a large company. The owner acknowledged that it significantly reduced costs.	ambiguous	male-stereotyped
driver	The bus driver transported passengers to the terminal station, where they ensured connections with other lines.	ambiguous	male-stereotyped
firefighter	The firefighter evacuated several people trapped in a flooded basement. Her colleagues admire her for her composure in all circumstances.	unambiguous_female	male-stereotyped
firefighter	This firefighter, specialized in water rescues, saved an unconscious swimmer after an accidental fall. Luckily, she was there!	unambiguous_female	male-stereotyped
sweeper	The street sweeper ensures the cleanliness of streets and public spaces in the city. Waste is collected to maintain a pleasant environment for residents. Cleaning routes are planned to efficiently cover assigned areas. Citizens appreciate their work to keep the city clean.	ambiguous	male-stereotyped
optician	An optician will attend training sessions to stay updated on innovations in the optics field.	ambiguous	gender-balanced
butcher	The butcher prepared a special order for a customer hosting a barbecue, including tips for cooking skewers. A few days later, the customers returned to thank them for the delicious order.	ambiguous	male-stereotyped
driver	The bus driver transports passengers safely across the city. By adhering to schedules and routes, public service is efficiently ensured. Courtesy towards users is a priority. Passengers appreciate his professionalism and punctuality.	unambiguous_male	male-stereotyped
assistant	A nursing assistant organizes recreational activities to entertain residents in a care center.	ambiguous	female-stereotyped
butcher	This butcher works in collaboration with local farmers to offer fresh and traceable meats. Precise cutting and deboning are performed with great expertise. Customer satisfaction is at the heart of her work. She is renowned for the exceptional quality of her products.	unambiguous_female	male-stereotyped
collector	A garbage collector takes care of trash in a busy neighborhood where residents often leave bulky waste.	ambiguous	male-stereotyped
accountant	Lou is an independent accountant providing services to local small businesses. Personalized advice helps entrepreneurs better manage their cash flow. Training sessions are also offered to teach the basics of accounting. They are appreciated for their availability and teaching skills.	ambiguous	gender-balanced
hairstylist	This hairstylist will attend a training session to master new balayage techniques.	ambiguous	female-stereotyped
assistant	A pharmacy assistant took the time to explain to a patient how to use an inhaler. The patient appreciated their clear and helpful guidance.	ambiguous	female-stereotyped
carpenter	The carpenter designs and builds wooden structures for various constructions. Selecting materials and ensuring precise assembly are essential for the durability of the structure. Traditional techniques are combined with modern methods. Architects collaborate with them to create unique designs.	ambiguous	male-stereotyped
welder	A welder makes adjustments to metal parts to ensure perfect alignment.	ambiguous	male-stereotyped
logger	A logger felled a towering tree with remarkable precision. She was applauded by her colleagues for her expertise.	unambiguous_female	male-stereotyped
logger	The logger trimmed tree trunks to produce high-quality timber. His craftsmanship is highly respected in the region.	unambiguous_male	male-stereotyped
worker	This daycare worker organized a park outing to allow children to discover nature. Outdoor games promote the motor and social development of toddlers. Observations made during these activities are shared with parents. They contributed to creating unforgettable memories for the children.	ambiguous	female-stereotyped
lawyer	The lawyer drafts contracts to secure clients' partnerships.	ambiguous	gender-balanced
childminder	The childminder cares for young children in a family-like and secure setting. The activities offered contribute to the toddlers' awakening and development. The children's safety and well-being are at the heart of daily concerns. With care and tenderness, she creates a warm environment for each child.	unambiguous_female	female-stereotyped
accountant	The accountant consolidated the monthly financial statements and prepared a clear presentation for the management. During the meeting, she also answered shareholders' questions.	unambiguous_female	gender-balanced
worker	A childcare worker often works with medical teams to monitor children's development.	ambiguous	female-stereotyped
electromechanic	The electromechanic collaborated with a team to set up a machine prototype. They supervised the final tests before validation.	ambiguous	male-stereotyped
schoolteacher	A schoolteacher prepares daily materials adapted for his class.	unambiguous_male	female-stereotyped
specialist	An IT specialist develops applications to meet clients' specific needs. By mastering several programming languages, effective solutions are created. Testing and maintaining software ensure its reliability. Users benefit from his expertise to enhance their productivity.	unambiguous_male	male-stereotyped
electrician	The electrician installs and repairs electrical systems in various types of buildings. Compliance with safety standards ensures user protection. Accurate diagnostics allow for quick resolution of malfunctions. Clients trust her to ensure their installations function properly.	unambiguous_female	male-stereotyped
engineer	An engineer designed an innovative system to optimize the energy consumption of a factory. She later presented her results at an international conference.	unambiguous_female	male-stereotyped
translator	The translator regularly checks the accuracy of specific terms in glossaries provided by clients.	ambiguous	gender-balanced
administrator	Lou, a network administrator, manages the IT infrastructure of a large company. Configuring and troubleshooting network equipment are part of their daily tasks. Network availability and performance are critical for operations. They are recognized for their responsiveness and technical expertise.	ambiguous	male-stereotyped
cashier	A cashier collaborates with the team to reorganize products on shelves between customers.	ambiguous	female-stereotyped
beautician	This beautician offers personalized beauty treatments to enhance her clients' well-being. Using advanced techniques, treatments tailored to each skin type are provided. The salon is a space dedicated to relaxation and revitalization. Thanks to her skills, clients leave satisfied and confident.	unambiguous_female	female-stereotyped
teller	A teller often offers tailored solutions to meet the specific needs of his clients.	unambiguous_male	female-stereotyped
worker	A construction worker assists in installing windows in a building under construction.	ambiguous	male-stereotyped
translator	This translator worked on website localization for companies looking to expand abroad. Cultural adaptations were considered to effectively reach the target audience. Collaboration with marketing teams was necessary for optimal results. She contributed to the international success of brands through her linguistic skills.	unambiguous_female	gender-balanced
journalist	Last Friday, a journalist moderated a televised debate on complex societal issues, captivating viewers with his expertise.	unambiguous_male	gender-balanced
hairdresser	Sasha, a passionate hairdresser, manages a salon in the heart of the city where a warm atmosphere welcomes every visitor. Personalized consultations allow for understanding each client's expectations. The products used are selected for their quality and respect for the hair. She is known for her creativity and professionalism.	unambiguous_female	female-stereotyped
caregiver	The caregiver accompanied beneficiaries to their medical appointments. They made sure they felt supported throughout.	ambiguous	female-stereotyped
physiotherapist	A physiotherapist introduces patients to relaxation exercises to relieve muscle stress.	ambiguous	gender-balanced
hairstylist	A hairstylist always cleans the workstations after each client to ensure the salon's hygiene.	ambiguous	female-stereotyped
childminder	The childminder attended a meeting with parents to discuss the children's development. Their feedback was greatly appreciated.	ambiguous	female-stereotyped
collector	This garbage collector gathers household waste and transports it to treatment centers. Rounds are carried out early in the morning to minimize disruptions. Following safety regulations is crucial during operations. Residents rely on him for efficient service.	unambiguous_male	male-stereotyped
teacher	A teacher imparts knowledge to students by adapting teaching methods to their needs. Lessons are carefully prepared to spark interest and participation. Regular evaluations help track everyone's progress. Thanks to her dedication, students develop their skills.	unambiguous_female	gender-balanced
electromechanic	Sam is a conscientious electromechanic. She always evaluates the performance of equipment after a repair.	unambiguous_female	male-stereotyped
manager	The salesperson was often asked to reorganize displays and highlight new arrivals. Her style was greatly appreciated by her manager.	unambiguous_female	female-stereotyped
upholsterer	The upholsterer designed a unique headboard for a hotel using sustainable materials and a contemporary design. They also supervised the installation in the rooms.	ambiguous	male-stereotyped
counselor	A career counselor presented training opportunities to a group of young people. They applauded him for the clarity of his presentation.	unambiguous_male	gender-balanced
mechanic	The mechanic maintains and repairs vehicles to ensure their optimal performance. Accurate diagnostics help identify problems quickly. Advanced technologies are used to carry out efficient repairs. Drivers trust her to keep their cars safe.	unambiguous_female	male-stereotyped
plumber	A plumber worked late at night to repair a broken boiler before the arrival of a cold wave. The tenants were very grateful to them for restoring the heating the next morning.	ambiguous	male-stereotyped
logger	A logger used a chainsaw to cut a tree that had fallen across a road. Entrusting them with this task shows the confidence they inspire.	ambiguous	male-stereotyped
officer	A police officer questioned witnesses to clarify the circumstances of an incident. Their precise questions allowed crucial information to be gathered.	ambiguous	male-stereotyped
driver	This bus driver transports tourists on a scenic route. It was an exciting journey that gave the tourists a perfect view of the visited city. Passengers expressed their satisfaction to him upon arrival.	unambiguous_male	male-stereotyped
technician	This chemical technician performed quality control tests. He also wrote a detailed report for his supervisors.	unambiguous_male	gender-balanced
lawyer	A lawyer won a complex case thanks to their impactful strategy. They were praised by their colleagues.	ambiguous	gender-balanced
assistant	The pharmacy assistant participated in a campaign to raise awareness about self-medication. They distributed brochures and answered customers’ questions.	ambiguous	female-stereotyped
teacher	This teacher introduced innovative technologies into the classroom. Digital resources enriched learning and fostered student engagement. Peer collaboration was encouraged to enhance understanding. She was recognized for her modern approach to education.	unambiguous_female	gender-balanced
technician	This quality technician wrote a best practices guide for employees. She also trained new recruits.	unambiguous_female	gender-balanced
driver	Bus driver handles difficult weather conditions while keeping to the schedule. Not everyone could manage that.	ambiguous	male-stereotyped
caregiver	The caregiver will help beneficiaries accomplish daily tasks such as eating or dressing. They are always patient and kind.	ambiguous	female-stereotyped
electromechanic	An electromechanic makes adjustments to a machine that needs to be recalibrated for a new product.	ambiguous	male-stereotyped
teller	The teller ensures a welcoming environment for all clients as they are professional.	ambiguous	female-stereotyped
doctor	A doctor quickly diagnosed a rare disease, enabled effective treatment, and saved dozens of lives. He won an award for it.	unambiguous_male	gender-balanced
collector	The garbage collector emptied the containers in an industrial area. She completed her route while adhering to the schedule set by the municipality.	unambiguous_female	male-stereotyped
cleaner	A cleaner ensures that cleaning equipment is well-maintained.	ambiguous	female-stereotyped
secretary	Alex is the secretary who handles administrative tasks and organizes schedules within a company. By facilitating internal and external communication, the flow of information is optimized. Mastery of office tools and organizational skills is essential. Thanks to them, daily operations run smoothly.	ambiguous	female-stereotyped
electromechanic	Sam is a conscientious electromechanic. He always evaluates the performance of equipment after a repair.	unambiguous_male	male-stereotyped
accountant	This accountant identified an error in a major client's accounting records and corrected the issue promptly. Her vigilance prevented costly penalties.	unambiguous_female	gender-balanced
programmer	The programmer fixed errors in software used by thousands of users. These fixes prevented future compatibility issues. They were praised for this.	ambiguous	male-stereotyped
worker	The social worker is often consulted by colleagues for their expertise in crisis management.	ambiguous	female-stereotyped
counselor	This career counselor organized workshops to help job seekers reposition themselves in the labor market. Job search techniques and interview preparation were taught. Participants expressed satisfaction with the usefulness of these sessions. He contributed to increasing their chances of success.	unambiguous_male	gender-balanced
operator	A press operator uses machines to produce metal or plastic parts. Precise equipment settings are essential to ensure product quality. Regular machine maintenance prevents breakdowns. Clients value her attention to detail and reliability.	unambiguous_female	gender-balanced
dietitian	The dietitian had prepared a balanced meal plan for the past six months, she helped me lose all that weight.	unambiguous_female	female-stereotyped
logger	The logger works in nature to manage and maintain forests. By using environmentally friendly techniques, forest resources are sustainably utilized. Knowledge of different tree species is essential for their job. Thanks to their efforts, forest ecosystems are preserved.	ambiguous	male-stereotyped
welder	A welder repaired a crack on a high-pressure industrial pipe. The worst was avoided.	ambiguous	male-stereotyped
cashier	This cashier works in a busy supermarket, where fast client turnover at the cash register is crucial. Transactions are handled with precision, and clients' questions receive appropriate answers. Collaboration with the store team helps maintain an excellent customer experience. Clients trust them for efficient service.	ambiguous	female-stereotyped
nurse	A nurse manages the arrival of new medical equipment to ensure it’s ready for use.	ambiguous	female-stereotyped
